"iso3","id","airpolDirectQuestion","question","Perceptions","Behavior","Policy","Health","Priority","Inclusion","surveyedCountries","source","surveyTheme","year","repeatedMeasure","countries","Economy","Region.x","Income.group","Lending.category","Region.y","pm25Avg"
"ESP",167,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",5,"Yes","I'd like you to think about some possible environmental problems. Do you think ____ is 
a big problem, a moderate problem, a small problem or not a problem in (survey public)? a. air pollution",1,0,0,0,0,1,"Spain","Pew Research Center: October 2019 International Science Survey","international science","2019","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",165,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",119,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",161,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",132,"Yes","And then?",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",129,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from industrial production (steel, cement, pulp and paper etc) and from fossil fuel power stations",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",163,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",3,"Yes","In general, do you think that air pollution caused by industry is …",1,0,0,0,0,1,"Spain","ISSP","environment","2020","1993; 2000; 2010","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",110,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",102,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",172,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",130,"Yes","Which of the following do you believe are the main threats to air quality in (OUR COUNTRY)? (MAX 3 ANSWERS)",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",162,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,0,0,0,1,1,"Spain","ISSP","environment","2020","2010","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",112,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",108,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",128,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - emissions from international transport (e.g. ships and airplanes)",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",169,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",158,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",131,"Yes","Which of the following car fuel systems do you consider the most environmentally friendly 
from an air quality perspective? Firstly?",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",127,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from cars and trucks",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",168,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",95,"Yes","Which statement comes closer to your own views, even if neither is exactly right? We should reduce air pollution even if it means slower economic growth, Air pollution is the price we have to pay for continued economic growth",0,0,0,0,1,1,"Spain","Pew Global Attitudes & Trends: Spring 2021 Survey","governance","2021","2020; 2016","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,0,0,0,0,1,"Spain","European Quality of Life Survey","life","2016","2003; 2007; 2011","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",114,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",140,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - car manufacturers",0,0,0,0,1,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",4,"Yes","Thinking about your neighbourhood, to what extent, if at all, was it affected by the following things over the last twelve months? a. Air Pollution",1,0,0,0,0,1,"Spain","ISSP","environment","2020","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",170,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",2,"Yes","In general, do you think that air pollution caused by cars is …",1,0,0,0,0,1,"Spain","ISSP","environment","2020","1993; 2000; 2010","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",134,"Yes","And then?",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",116,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",109,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",145,"Yes","The EU is analysing the current EU air quality policy with a view to publish a new Strategy – a 
Thematic Strategy on Air Pollution – before the end of 2013. Are you aware of this?",0,0,1,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",113,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",117,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,0,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",133,"Yes","Which of the following energy systems for heating of households do you consider the most 
environmentally friendly from an air quality perspective? Firstly?",1,0,0,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",105,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Spain","Eurobarometer 97.2","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",164,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",159,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",171,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Spain","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"ESP",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Spain","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Spain","Spain","Europe & Central Asia","High income","","Spain",10.1
"EST",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",140,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - car manufacturers",0,0,0,0,1,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",107,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",105,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",115,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",117,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",119,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",162,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",113,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",134,"Yes","And then?",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",145,"Yes","The EU is analysing the current EU air quality policy with a view to publish a new Strategy – a 
Thematic Strategy on Air Pollution – before the end of 2013. Are you aware of this?",0,0,1,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",164,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",111,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",165,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",116,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",172,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",141,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - public authorities",0,0,1,0,1,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",133,"Yes","Which of the following energy systems for heating of households do you consider the most 
environmentally friendly from an air quality perspective? Firstly?",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",169,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",104,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",171,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",112,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Estonia","Eurobarometer 97.2","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Estonia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
"EST",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Estonia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Estonia","Estonia","Europe & Central Asia","High income","","Estonia",6.8
