ID;Title;Authors;Abstract;Author.Keywords;Scopus.Keywords;WOS.Keywords;Perceptions;Behavior;Policy;Health;Priority;Inclusion;reader
636;Assessment of Auto-rickshaw Drivers Knowledge Regarding the Effects of Air Pollution on Health and Its Prevention;"Dhanvijay, R; Pohekar, S";Background: Air pollution is the major environmental pollution that contains different types of gases, dust particles, small molecules, etc. Air pollution is mainly caused by smoke or other harmful gases, such as oxides of carbon, sulfur, and nitrogen. Auto-rickshaw drivers are not only affected by air pollution, they are exposed to climatic changes, and. poor road conditions. They are exposed to air pollution, dust, infected droplets, job insecurity, noise pollution and vibration, business demands, damage to their vehicles, and, schedule-related pressure. Drivers also have the responsibility of their passengers and pedestrians-'lives and other vehicles. The objective of the study is to analyze knowledge among auto-rickshaw drivers regarding the health effects of air pollution and its prevention. Methods: An observational research methodology, a cross-sectional research design was used to perform this analysis. Probability purposive sampling technique was used to collect data from auto rickshaw drivers based on the health effects of air pollution and its prevention utilizing structured questionnaires. The sample attributes have been defined by frequency, percentage, after data collection. The Chi-square test was also used to figure out the correlation between knowledge and specified demographic variables. Results: The findings show that 1.67% of auto-rickshaw drivers had an average level of knowledge score, 38.33% of them were having good and 60 % of them were having an excellent level of knowledge score and none of them were found to have a very poor level of knowledge. The minimum knowledge score was 7 and the maximum knowledge score was 14. Hence it indicates that auto-rickshaw drivers have good knowledge about the effect of air pollution and their prevention. Conclusions: The study shows that the auto-rickshaw drivers having good knowledge about air pollution to the management of respiratory diseases and along with their complications as well as to take the required measures to avoid respiratory complications.;"Effects; air pollution; prevention; auto-rickshaw drivers";;;1;1;0;1;0;1;Andina
651;Awareness on risk factors of air pollution among college students - A survey;"Iasya G.; Vishnu Priya V.; Gayathri R.";Introduction: Air pollution is of serious concern across the globe. It is increased by rapid growth in population and increased industrialization. The aim of this study is to create awareness about the risk factors of air pollution among college students. Materials and Methods: This questionnaire based study was administered to the participants through an online survey planet link. Results and Conclusion: The majority of participants are aware of risk factors and adverse effects of air pollustion. © 2019 JPR Solutions. All rights reserved.;"Air pollution; Industries; Survey planet";"adult; air pollution; article; awareness; college student; female; human; human experiment; male; questionnaire; risk factor";;1;0;0;0;0;1;Andina
121;Social acceptance towards the air pollution in China: Evidence from public's willingness to pay for smog mitigation;"Sun, CW; Yuan, X; Yao, X";Air pollution is one of the most predominant challenges in China. In order to ensure the smog governance projects could be promoted smoothly and the public shoulder the environmental responsibilities consciously, it is necessary for the policymakers to take public attitude into consideration, and understand the public willingness to pay (WTP) for smog mitigation. This paper adopts a CV method framework to assess the value of WTP and analyze the determinants. Given the consideration of the possible presence of the selectivity bias caused by protest responses, the bivariate sample selection model is constructed for estimation. Results show that up to 14% of respondents hold the protest responses, and neglecting the selection bias caused by protest responses would lead to downward biased estimates. The mean value of WTP for the smog mitigation is 1590.36 RMB per year, accounting for about 1% of annual income. Moreover, the NIMBY (not in my backyard) attitude among public is found to be significantly correlated with their WTP, and the other determinants such as household annual income, energy expenditure and economic loss caused by smog could also substantially affect the value of WTP. We further recommend grading governance and policy transparency to address the smog crisis. (C) 2016 Elsevier Ltd. All rights reserved.;"Smog crisis; Willingness to pay; Contingent valuation method; Public acceptance";;"CONTINGENT VALUATION SURVEYS; SAMPLE SELECTION BIAS; HOUSEHOLD-LEVEL SURVEY; NUCLEAR-POWER; QUALITY IMPROVEMENT; EMPIRICAL-ANALYSIS; PROTEST RESPONSES; ECONOMIC-GROWTH; CARBON EMISSION; HEALTH-RISKS";0;0;1;0;0;1;Ella
122;Does public opinion affect air quality? Evidence based on the monthly data of 109 prefecture-level cities in China;"Zhang, SL; Li, Y; Hao, Y; Zhang, YP";In recent years, serious smog and haze have shrouded vast areas of northern and eastern China, which has drawn broad attention at home and abroad. Although China is an authoritarian country with strict media control, public opinion may still affect air quality by putting pressure on the local and central governments to enhance environmental protections. In this paper, the impact of public opinion on air quality in China is for the first time quantitatively examined. Specifically, the monthly average levels of the Air Quality Index (AQI) and the concentrations of several main air pollutants, such as PM2.5, PM10 and SO2, are utilized as indicators for air quality. Using a dataset consisting of 109 prefecture-level Chinese cities for the period between November 2013 and October 2016, the estimation results indicate that air pollution significantly affects public opinion on air quality, and the surge in public opinion on air pollution occurs more frequently in the winter. Public opinion seems to have a positive effect on the environment only in the short run: air quality tends to improve two months after the surge in negative public opinion. In general, public opinion about air pollution helps to improve air quality in China.;"Public opinion; Air quality; Prefecture-level cities; China";"China; Air pollution; Air quality; Particles (particulate matter); Pollution; Air pollutants; Air quality indices; Central government; China; Estimation results; Evidence-based; Prefecture-level cities; Public opinions; air quality; atmospheric pollution; concentration (composition); environmental protection; estimation method; governance approach; haze; smog; Social aspects";"WILLINGNESS-TO-PAY; ECONOMIC-DEVELOPMENT; POLLUTION; PM2.5; MEDIA; COMMUNICATION; CENSORSHIP; EXPOSURE; IMPACT; GROWTH";1;0;0;0;0;1;Ella
129;Integrating travel behavior with land use regression to estimate dynamic air pollution exposure in Hong Kong;"Tang, R; Tian, LW; Thach, TQ; Tsui, TH; Brauer, M; Lee, M; Allen, R; Yuchi, W; Lai, PC; Wong, P; Barratt, B";Background: Epidemiological studies typically use subjects' residential address to estimate individuals' air pollution exposure. However, in reality this exposure is rarely static as people move from home to work/study locations and commute during the day. Integrating mobility and time-activity data may reduce errors and biases, thereby improving estimates of health risks. Objectives: To incorporate land use regression with movement and building infiltration data to estimate time-weighted air pollution exposures stratified by age, sex, and employment status for population subgroups in Hong Kong. Methods: A large population-representative survey (N = 89,385) was used to characterize travel behavior, and derive time-activity pattern for each subject. Infiltration factors calculated from indoor/outdoor monitoring campaigns were used to estimate micro-environmental concentrations. We evaluated dynamic and static (residential location-only) exposures in a staged modeling approach to quantify effects of each component. Results: Higher levels of exposures were found for working adults and students due to increased mobility. Compared to subjects aged 65 or older, exposures to PM2.5, BC, and NO2 were 13%, 39% and 14% higher, respectively for subjects aged below 18, and 3%, 18% and 11% higher, respectively for working adults. Exposures of females were approximately 4% lower than those of males. Dynamic exposures were around 20% lower than ambient exposures at residential addresses. Conclusions: The incorporation of infiltration and mobility increased heterogeneity in population exposure and allowed identification of highly exposed groups. The use of ambient concentrations may lead to exposure misclassification which introduces bias, resulting in lower effect estimates than 'true' exposures.;"Air pollution; Dynamic exposure; Land use regression; Exposure assessment; Travel behavior; Time-activity";"Aged; Air Pollutants; Air Pollution; Environmental Exposure; Female; Hong Kong; Humans; Male; Middle Aged; Travel; China; Hong Kong; Air pollution; Health risks; Housing; Population statistics; Air pollution exposures; Dynamic exposure; Environmental concentration; Epidemiological studies; Exposure assessment; Exposure misclassification; Land use regression; Travel behaviors; assessment method; atmospheric pollution; estimation method; health risk; land use; pollution exposure; survey; travel behavior; adult; age; aged; air monitoring; air pollution; ambient air; Article; building; employment status; environmental exposure; female; Hong Kong; human; land use; male; particulate matter; population research; priority journal; residential area; sex; sex difference; travel; air pollutant; air pollution; analysis; middle aged; statistics and numerical data; Land use";"PERSONAL EXPOSURE; PARTICULATE MATTER; NITROGEN-DIOXIDE; HEALTH IMPACT; OUTDOOR; POLLUTANTS; AMBIENT; PM2.5; INDOOR; HETEROGENEITY";0;0;0;1;0;0;Ella
167;The public perceptions and willingness to pay: from the perspective of the smog crisis in China;"Sun, CW; Yuan, X; Xu, ML";The deteriorating air quality, which is linked to human actions related to energy resources, has become an urgent global problem. China's air pollution has reached the hazardous level since 2000s. In consideration of the serious health and social problems, residential demand for clean air is increasing. This paper applies the Contingent Valuation method to estimate public's willingness to pay (WTP) for reducing air pollution in the urban area of China. Open-ended scenarios through face-to-face surveys are used to elicit public's WTP. The Two-Part model is employed for the estimation: the probit model is used to estimate the probability of respondents who have positive WTP values, and the interval regression model is employed to estimate the specific WTP level of those with nonzero WTP values. The results show that nearly 90% of the respondents are willing to pay for reducing air pollution, and the average amount of WTP per individual is 382.6RMB per year. Household income is found to be positively correlated with people's WTP, and those who trust the government are more willing to share the cost of reducing air pollution. This study recommends designing some effective mechanisms to tap the potentially available source of money for smog mitigation and improving the transparency of smog governance to enhance the government credibility as solutions to cope with smog crisis. (C) 2015 Elsevier Ltd. All rights reserved.;"Smog crisis; Public perceptions; Willingness to pay; Contingent valuation method";"Air quality; Economic analysis; Economic and social effects; Economics; Energy resources; Pollution; Regression analysis; Resource valuation; Smoke; Contingent valuation methods; Effective mechanisms; Global problems; Household income; Interval regression; Public perception; Smog crisis; Willingness to pay; Air pollution";"CONTINGENT VALUATION METHOD; AIR-POLLUTION; NUCLEAR-POWER; HEALTH; QUALITY; BENEFITS";0;0;1;0;0;1;Ella
171;Air quality, human behavior and urban park visit: A case study in Beijing;"Jiang, YQ; Huang, GL; Fisher, B";Parks provide critical ecosystem services to urban residents. Many of these services can only be realized when people visit parks. Particulate matter exposure poses negative health impacts and may turn the health benefits brought by park visits into health risks. This tradeoff relationship is heavily moderated by how individuals behave under varying ambient air quality conditions. While there is a growing evidence base regarding the benefits brought by urban parks, little is known about how people adjust their park visitation to air pollution. Here we use two approaches to understand if air quality affects urban park visits in Beijing: a stated preference survey on social media and a year-long faceto-face survey in a neighborhood park. Quantile regression and ANOVA analysis were used. We found particulate pollution has a negative impact on the maximum number of visits a park may receive. A significant drop occurred when the pollution level changed from moderate to heavy pollution. Therefore, the ecosystem services provided by parks are not fully realized due to the reduced number of visits caused by air pollution. Second, regardless of how poor air quality is, a proportion of people (41-64%) put themselves at exposure risk to enjoy the benefits brought by parks. Third, the inconsistency between behavior and intention signals people are less protected from the potential adverse health impacts of poor air quality than they think. Future study should look into what factors may cause the divergence between people's intentions and behaviors. Understandings on this issue will contribute to design better guidance and incentives to reduce the adverse health cost of air pollution exposure from park visitation. (C) 2019 Elsevier Ltd. All rights reserved.;;"Air navigation; Air quality; Ecosystems; Health; Health risks; Particles (particulate matter); Pollution control; Surveys; Air pollution exposures; Ambient air quality; Ecosystem services; Particulate Matter; Particulate pollution; Quantile regression; Stated preference surveys; Trade-off relationship; Behavioral research";"GREEN SPACE; PHYSICAL-ACTIVITY; GLOBAL BURDEN; POLLUTION; REGRESSION; EXPOSURE; IMPROVE; DISEASE; DEMAND; CHINA";0;1;0;0;0;1;Ella
190;The role of personal air pollution sensors and smartphone technology in changing travel behaviour;"Haddad, H; de Nazelle, A";Exposure to air pollution is affected by human behaviour, and has consequences for individual and collective health. One way to lessen the health effects of air pollution is to change personal travel behaviour with the help of new information, communication and sensing technologies. Our social research tracked the experiences of participants, air quality and technology enthusiasts, based in London who financially contributed to participate in an early-stage technical trial of a new air pollution sensor and app providing individuals with air pollution information (specifically levels of NO2 and VOCs). This paper reports the results of a before and after survey (returning respondents n=22) and 12 in-depth interviews with individuals who took part in the beta test of the sensor and phone app. The survey results show that travel-related behaviours and attitudes relevant to air pollution did not change after using the technology. In contrast, expectations of technology performance and the extent it would influence behaviours were significantly lower after the trial than before. Further exploration during semi-structured interviews found that the participants, given their already high level of engagement with the topic, felt the capacity for immediate individual behaviour change was limited. As well as time and practical constraints, most people in this sample felt they were already doing what they could to avoid high levels of air pollution in their daily lives. Despite this, they had some recommendations to improve the app, such as the inclusion of real-time and historic maps, and the ability to make self and other comparisons. Overwhelmingly, people saw a broader role for the technology to engage the public with air pollution through raising awareness, and harnessing citizen science to collect diverse reliable data to inform policy and influence local policymakers to reduce air pollution levels.;;;"PLANNED BEHAVIOR; CITIZEN SCIENCE; SELF-IDENTITY; CONSERVATION; MODELS; IMPACT; TOOL";1;1;0;0;0;1;Ella
226;Inverted quarantine in the face of environmental change: Initiative defensive behaviors against air pollution in China;"Liu, WL; Du, CY; Chu, XP; Wang, ZH";People in China have become concerned with the health threats associated with severe air pollution. As a result, behavioural adjustments and pollutant filtration product implementation have become common means for people to cope with pollution threats in their daily lives. However, a systematic awareness of the basic characteristics and mechanisms of such behaviours is lacking. This paper focuses on how residents engage in inverted quarantine in response to air pollution. We examine in detail their behavioural responses by conducting a questionnaire survey. Results show that individual avoidance behaviours are quite diverse and combined. Masks have been identified as the most widely adopted filtration product with the lowest input costs. High-income groups have a higher tendency to purchase expensive filtering devices compared with low-income groups and prefer to combine multiple protection strategies. In addition to the driving effect of income, individual psychological perception plays an important role in the decision making of households. A lower public confidence in the government further encourages individual self-protection. These findings urge the government to enhance their air pollution control efforts and their timeliness of disclosing pollution information. The significant driving effects of individual cognition factors also call for a proper guidance to achieve a rational public perception of air pollution. Although the health benefits of using pollutant filtering devices have been widely discussed and proven, the increased energy consumption and other environmental impacts resulting from the use of such products are easily neglected. It demands the implementation of stricter market entrance, improved energy efficiency standards and enhanced waste management. (C) 2020 Institution of Chemical Engineers. Published by Elsevier B.V. All rights reserved.;"Inverted quarantine; Air pollution; Defensive behaviour; Protection motivation; Energy consumption; Pollution filtering";"Air navigation; Air quality; Behavioral research; Decision making; Energy efficiency; Energy policy; Energy utilization; Health risks; Surveys; Waste management; Air pollution in chinas; Avoidance behaviour; Basic characteristics; Energy efficiency standards; Environmental change; Filtration products; Protection strategy; Questionnaire surveys; Air pollution control";"PROTECTION MOTIVATION; AVOIDANCE-BEHAVIOR; HEALTH EVIDENCE; EXPOSURE; MORTALITY; ABSENCES; APPEALS; IMPACT";0;1;0;0;0;1;Ella
240;Perceptions of Quality of Life and Pollution among China's Urban Middle Class: The Case of Smog in Tangshan;"Li, XY; Tilt, B";"After decades of rapid economic development, China is facing severe environmental problems. In particular, smog in urban areas has recently attracted a great deal of scientific and media attention both domestically and internationally. Our focus in this article is on public perceptions of smog in the northern city of Tangshan, which is routinely ranked as one of the urban areas with the worst air quality in the nation. In this article, we present the results of qualitative interviews and quantitative surveys with 341 urban residents. We examine how these residents perceive and weigh the importance of various aspects related to quality of life, including their experience with air pollution. Study participants considered environmental quality an issue of lower priority than many others; however, they surprisingly ranked it over economic concerns such as jobs and income. Their responses suggest that, for many urban residents, environmental problems like smog are fundamentally linked to basic quality of life concerns such as physical health and family well-being. We interpret our findings in the context of literature on the rise of China's middle class, the rise of environmental consciousness, and the role of gender in mediating perceptions of pollution and family health. We also consider the implications of these findings for the control and remediation of air pollution in China today.";"smog; public perceptions; quality of life; environmental quality; environmental consciousness; middle class; gender; China";"China; air quality; class; perception; pollution control; quality of life; smog; urban pollution; urban population";"AIR-POLLUTION; ENVIRONMENTAL-PROTECTION; HEALTH; ANTHROPOLOGY; PERSPECTIVES";1;0;0;0;1;1;Ella
251;"The Role of Air Pollutants for Health: A Reply to the Expert Opinion of the International Society for Environmental Epidemiology (ISEE) and the European Respiratory Society (ERS); [Die Rolle der Luftschadstoffe für die Gesundheit: Eine Replik auf die Expertise der Internationalen Gesellschaft für Umweltepidemiologie (ISEE) und der European Respiratory Society (ERS)]";"Köhler D.; Hetzel M.; Klingner M.; Koch T.; Ewig S.; Becher G.; Lindemann H.; Voshaar T.; Costabel U.";[No abstract available];;"air pollutant; Article; health; human; medical society; priority journal";;0;0;0;0;0;0;Ella
290;Traffic-related air pollution and perceived health risk: Lay assessment of an everyday hazard;Day, RJ;This article examines the perceived risks to health from traffic-related air pollution among residents of four neighbourhoods in a borough of north London. Drawing on interview and survey data, the first part of the discussion presents views on possible health effects in general terms, and perceived effects on respondents themselves and their families. Respiratory and allergic conditions were found to feature most consistently, while increased heart morbidity was associated with greater uncertainty. The article goes on to reflect on the epistemological processes underlying these beliefs, concluding that although these lay beliefs largely parallel current scientific understanding, there is an inherent tension between epistemological loyalties that will be important for those working with environmental health risks to understand.;"risk; lay knowledge; lay epidemiology; air pollution; health; environment";"air pollution; allergic disease; article; environmental exposure; environmental health; epistemology; exhaust gas; hazard assessment; health hazard; health survey; interview; morbidity; respiratory tract disease; United Kingdom";"ENVIRONMENTAL RISK; POPULAR EPIDEMIOLOGY; URBAN; QUALITY; PERCEPTIONS; EXPERTISE";0;0;0;1;0;1;Ella
305;Singapore's willingness to pay for mitigation of transboundary forest-fire haze from Indonesia;"Lin, Y; Wijedasa, LS; Chisholm, RA";Haze pollution over the past four decades in Southeast Asia is mainly a result of forest and peatland fires in Indonesia. The economic impacts of haze include adverse health effects and disruption to transport and tourism. Previous studies have used a variety of approaches to assess the economic impacts of haze and the forest fires more generally. But no study has used contingent valuation to assess non-market impacts of haze on individuals. Here we apply contingent valuation to estimate impacts of haze on Singapore, one of most severely affected countries. We used a double-bounded dichotomous-choice survey design and the Kaplan-Meier-Turnbull method to infer the distribution of Singaporeans' willingness to pay (WTP) for haze mitigation. Our estimate of mean individual WTP was 0.97% of annual income (n = 390). To calculate total national WTP, we stratified by income, the demographic variable most strongly related to individual WTP. The total WTP estimate was $643.5 million per year (95% CI [$527.7 million, $765.0 million]). This estimate is comparable in magnitude to previously estimated impacts of Indonesia's fires and also to the estimated costs of peatland protection and restoration. We recommend that our results be incorporated into future cost-benefit analyses of the fires and mitigation strategies.;"willingness to pay; haze; Indonesian forest fires; peatlands; contingent valuation";"Indonesia; Singapore [Southeast Asia]; Deforestation; Economic analysis; Economic and social effects; Fire hazards; Fires; Resource valuation; Wetlands; Contingent valuations; Forest fires; haze; Peat land; Willingness to pay; contingent valuation; cost analysis; cost-benefit analysis; economic impact; environmental economics; environmental protection; forest fire; haze; peatland; survey design; transboundary pollution; willingness to pay; Cost benefit analysis";"CENTRAL KALIMANTAN; AIR-POLLUTION; SOUTHEAST-ASIA; PEAT FIRES; SMOKE HAZE; QUALITY; MORTALITY";0;0;1;0;0;1;Ella
325;Adoption of Protective Behaviours: Residents Response to City Smog in Hefei, China;"Cheng, P; Wei, JC; Marinova, D; Guo, XM";City smog outbreaks in many Chinese cities aroused public concern about health risks and environmental pollution in China. This study investigates protective behaviours of the citizens in response to city smog using protective action decision to understand their actions. A survey was conducted in Hefei, Anhui in 2015, after the city experienced severe smog events. The data from 429 respondents supported the developed model. Hazard-related attributes were the strongest predictors for willingness to adopt protective behaviours. Public risk perception only positively affected self-protective actions. Information sources affected risk perception and increased the respondents' self-protective intentions. Older adults and respondents with lower educational levels were more likely to adopt environmentally friendly actions. The findings' theoretical and practical implications are also discussed.;;"Anhui; China; Hefei; action plan; decision making; environmental management; hazard assessment; health risk; public health; risk perception; smog";"PRO-ENVIRONMENTAL BEHAVIOR; SOCIAL AMPLIFICATION; RISK PERCEPTIONS; HAZARD; DETERMINANTS; ADJUSTMENT; INTERNET; VALUES";0;1;0;0;0;1;Ella
356;Designing a comprehensive behaviour change intervention to promote and monitor exclusive use of liquefied petroleum gas stoves for the Household Air Pollution Intervention Network (HAPIN) trial;"Williams K.N.; Thompson L.M.; Sakas Z.; Hengstermann M.; Quinn A.; Diáz-Artiga A.; Thangavel G.; Puzzolo E.; Rosa G.; Balakrishnan K.; Peel J.; Checkley W.; Clasen T.F.; Miranda J.J.; Rosenthal J.P.; Harvey S.A.";Introduction Increasing use of cleaner fuels, such as liquefied petroleum gas (LPG), and abandonment of solid fuels is key to reducing household air pollution and realising potential health improvements in low-income countries. However, achieving exclusive LPG use in households unaccustomed to this type of fuel, used in combination with a new stove technology, requires substantial behaviour change. We conducted theory-grounded formative research to identify contextual factors influencing cooking fuel choice to guide the development of behavioural strategies for the Household Air Pollution Intervention Network (HAPIN) trial. The HAPIN trial will assess the impact of exclusive LPG use on air pollution exposure and health of pregnant women, older adult women, and infants under 1 year of age in Guatemala, India, Peru, and Rwanda. Methods Using the Capability, Opportunity, Motivation-Behaviour (COM-B) framework and Behaviour Change Wheel (BCW) to guide formative research, we conducted in-depth interviews, focus group discussions, observations, key informant interviews and pilot studies to identify key influencers of cooking behaviours in the four countries. We used these findings to develop behavioural strategies likely to achieve exclusive LPG use in the HAPIN trial. Results We identified nine potential influencers of exclusive LPG use, including perceived disadvantages of solid fuels, family preferences, cookware, traditional foods, non-food-related cooking, heating needs, LPG awareness, safety and cost and availability of fuel. Mapping formative findings onto the theoretical frameworks, behavioural strategies for achieving exclusive LPG use in each research site included free fuel deliveries, locally acceptable stoves and equipment, hands-on training and printed materials and videos emphasising relevant messages. In the HAPIN trial, we will monitor and reinforce exclusive LPG use through temperature data loggers, LPG fuel delivery tracking, in-home observations and behavioural reinforcement visits. Conclusion Our formative research and behavioural strategies can inform the development, implementation, monitoring and evaluation of theory-informed strategies to promote exclusive LPG use in future stove programmes and research studies. © 2020 Author(s) (or their employer(s)). Re-use permitted under CC BY. Published by BMJ.;"community child health; public health; qualitative research";"Aged; Air Pollution; Air Pollution, Indoor; Cooking; Female; Guatemala; Humans; India; Infant; Peru; Petroleum; Pregnancy; Rwanda; liquefied petroleum gas; petroleum; adult; air pollution; Article; awareness; behavior change; clinical observation; clinical trial protocol; conceptual framework; cooking; cost; family; female; Guatemala; heating; household; human; India; interview; kitchen; monitoring; motivation; multicenter study; perception; pilot study; publication; questionnaire; reinforcement; Rwanda; safety; temperature; training; videorecording; aged; indoor air pollution; infant; Peru; pregnancy";;0;1;0;0;0;0;Ella
379;Perception of air quality and the thermal environment in offices;"Butala, V; Muhic, S";People's perception of the thermal environment and the quality of air in mechanically and naturally ventilated office environments is discussed. Interdisciplinary research of the indoor environment (technical and medical fields) was based on the simultaneous measurement of the thermal environment parameters, as well on as on surveying employees during their normal working activities. The survey sought to determine the health status and health problems of those surveyed in the 6 months prior to the study, as well as the current state of health and current subjective evaluation of the thermal environment and air quality. Deviations between the measured values evaluated by predicted mean vote (PMV) - predicted percent of dissatisfied (PPD) model (PMV-PDD) and the subjective evaluations of thermal environment of those surveyed were found. The subjectively stated reasons for the health problems of employees gave precedence to natural, as opposed to mechanical, ventilation, which is confirmed by the average absence from work for health reasons. An index of health was defined and analyzed for the people within a building. Significant correlations between indoor air parameters and the way people felt were found. Findings from the study indicate a significant role for the psychological factors and psychological state of the respondents when subjectively describing the indoor environment.;"thermal environment; perceived air quality; health index; symptom prevalence; well-being; air conditioning; natural ventilation";"carbon dioxide; volatile organic compound; absenteeism; adult; air conditioning; air quality; ambient air; article; building; environmental temperature; female; health status; health survey; human; humidity; male; occupational health; prediction; priority journal; psychological aspect";"SICK-BUILDING-SYNDROME; SYNDROME SBS; COMFORT; WORKERS";0;0;0;1;0;0;Ella
518;Factors affecting parent’s perception on air quality-from the individual to the community level;"Guo Y.; Liu F.; Lu Y.; Mao Z.; Lu H.; Wu Y.; Chu Y.; Yu L.; Liu Y.; Ren M.; Li N.; Chen X.; Xiang H.";"The perception of air quality significantly affects the acceptance of the public of the government’s environmental policies. The aim of this research is to explore the relationship between the perception of the air quality of parents and scientific monitoring data and to analyze the factors that affect parents’ perceptions. Scientific data of air quality were obtained from Wuhan’s environmental condition reports. One thousand parents were investigated for their knowledge and perception of air quality. Scientific data show that the air quality of Wuhan follows an improving trend in general, while most participants believed that the air quality of Wuhan has deteriorated, which indicates a significant difference between public perception and reality. On the individual level, respondents with an age of 40 or above (40 or above: OR = 3.252; 95% CI: 1.170-9.040), a higher educational level (college and above: OR = 7.598; 95% CI: 2.244-25.732) or children with poor healthy conditions (poor: OR = 6.864; 95% CI: 2.212-21.302) have much more negative perception of air quality. On the community level, industrial facilities, vehicles and city construction have major effects on parents’ perception of air quality. Our investigation provides baseline information for environmental policy researchers and makers regarding the public’s perception and expectation of air quality and the benefits to the environmental policy completing and enforcing. © 2016 by the authors; licensee MDPI, Basel, Switzerland.";"Air quality; Community level; Factors; Individual level; Perceived";"Adolescent; Adult; Air Pollution; China; Cities; Environmental Monitoring; Environmental Policy; Female; Humans; Male; Parents; Perception; Residence Characteristics; Surveys and Questionnaires; Young Adult; China; Hubei; Wuhan; air quality; environmental conditions; environmental policy; perception; adult; air quality; child; college; controlled study; environmental planning; expectation; human; human experiment; monitoring; perception; scientist; adolescent; air pollution; China; city; demography; environmental monitoring; environmental policy; female; male; parent; questionnaire; young adult";;1;0;0;0;0;1;Ella
580;Perception of Risks from Wood Combustion and Traffic Induced Air Pollution: Evidence from Northern Europe;"Orru, K; Tiittanen, P; Ung-Lanki, S; Orru, H; Lanki, T";The health effects of particulate matter, increasing emissions from transportation and requisites for making use of biofuels brings up the need to understand how individuals interpret air-pollution-related risks from wood burning and traffic. We aim to clarify the extent to which perceived risks from road-traffic and wood-smoke can be explained by the individual psychological, social status-related and socio-institutional factors in the case of two Northern European countries, Finland and Estonia. This approach elucidates which of the closely intertwined factors shape the perception of risks from air pollution in different socio-institutional contexts and for different air pollution sources. The study uses data from cross-sectional population surveys conducted among 1112 Finnish and 1000 Estonian residents about environmental health risk perception and coping. Binary logistic regression analysis demonstrated that in both countries' cases, the perceived personal and general risk from traffic exhaust and wood-smoke can be explained by the perception of exposure to pollution and, also, by the level of knowledge of, the worry about and the possible symptoms from environmental health factors. The perceived vulnerability due to poor health further sensitises individuals towards risks from air pollution. Higher trust towards state institutions in guaranteeing a healthy living environment and greater perceived openness about the risks may attenuate the feelings of vulnerability to air pollution risks in Finland compared to Estonia. The ingrained appeal for wood burning may explain the higher acceptance of exhausts from wood-burning compared to traffic. This may lead to scant support for measures to reduce emissions from wood combustion.;"perceived risk; traffic exhaust; wood-smoke; cardio-vascular disease; Northern Europe";"Air; Estonia; Europe; Finland; Niger [West Africa]; Northern Europe; regression analysis";"ENVIRONMENTAL RISK; HEALTH; QUALITY; ANNOYANCE; EXPERIENCE; ESTONIA; IMPACT";1;0;0;1;0;1;Ella
609;A cross-sectional study on determinants of indoor air pollution and its perceived impact among the residents of urban field practice area of AMCH, Salem, Tamil Nadu;"Priyadarsini, SP; Ibrahim, RM; Somasundaram, VM; Nayeem, RA; Balasubramanian, R";Background: Over the past 20 years. indoor air pollution (IAP) has received much attention as the quality of the indoor air is affected a lot. IAP means the presence of substances which are redundant in the indoor air at concentrations toxic to health. Very few studies have addressed the determinants of indoor air pollutants in places like urban slum areas in Tamil Nadu. To reduce this research gap, this study has been undertaken. Aim: To study the determinants of IAP and its perceived impact on health. Settings and Design: This was a community-based cross-sectional study. Complete information from 440 households consisting of 1606 individuals was collected through a semi-structured questionnaire. Materials and Methods: Residents of an urban field practice area of Annapoorana Medical College and Hospitals (AMCH) were the study participants. The study period was from April 19 to March 2020. The study area was an urban field practice area around Department of Community Medicine, Karungalpatty, AMCH. Frequency, proportions. and Spearman test were used to find out the significance between various household environmental conditions and the respiratory diseases using Epi Info software. Results: Results showed that 52.3% of the participants were using incense sticks at home in the evening during pooja and 17.7% of the houses were using mosquito coil in the evening and at night. Also, 29.5% houses reported overcrowding and 66.4% of the houses were not having chimney or exhaust. Results also showed that 71.4% households were practicing opening their windows while cooking. One hundred and fifty-two (34.5%) female respondents had perceived the symptoms like dizziness (12.3%), eye irritation (10.2%), difficulty in breathing (4.5%), dry cough (3.06%), running nose (1.4%), and nasal congestion (1.1%) due to IAP. Among under-five respondents, 1.6% reported having acute respiratory infections in the last 15 days and 10.5% reported the same in the last 1 year 10.5%.;"Determinants; indoor air pollution; respiratory infections";;CHILDREN;0;1;0;1;0;1;Ella
