custom_id,choice_index,message_content,inclusionChatGPTClean,response.body.model
531,2,"This paper is excluded because it relies on social media comment mining rather than survey data as its primary research method.  
output_json  
{ ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
531,3,"This study uses social media comment mining rather than survey data as a primary method, so it does not meet the survey data criterion and is excluded.  
output_json  
{  ""inclusion"": [""excluded""]}",excluded,o4-mini-2025-04-16
531,4,,,o4-mini-2025-04-16
547,0,"Included because it uses survey data to develop and validate scales measuring college students’ perceptions of haze risk, focusing directly on air pollution.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
547,1,"This study develops and validates survey scales measuring college students’ perceptions of haze (air pollution) in Beijing, thus using survey data focused on air pollution risk perception.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
547,2,"This study develops and validates survey-based scales measuring college students’ perceptions of haze (air pollution) in Beijing, meeting the criteria for using survey data and focusing on air pollution.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
547,3,"This study uses survey data to assess perceptions of haze (air pollution) among college students, meeting the criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
547,4,"This study develops and validates survey scales to measure haze (air pollution) risk perception among college students, meeting the criteria of survey-based research on air pollution.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
580,0,,,o4-mini-2025-04-16
580,1,"This study uses cross-sectional survey data to examine perceptions of air pollution risks from wood combustion and traffic, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
580,2,,,o4-mini-2025-04-16
580,3,"This study uses cross-sectional survey data to examine perceptions of outdoor air pollution risks from traffic exhaust and wood-smoke, fitting the inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
580,4,"This study uses cross-sectional survey data on perceptions of air pollution risks from road traffic and wood smoke, focusing on pollution-related outcomes and explanatory factors, so it meets all inclusion criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
587,0,,,o4-mini-2025-04-16
587,1,"This study uses nationwide survey data on public perception and behaviors specifically related to air pollution in Serbia, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
587,2,"This study uses a nationwide survey to investigate public perceptions and behaviors related specifically to outdoor air pollution in Serbia.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
587,3,,,o4-mini-2025-04-16
587,4,,,o4-mini-2025-04-16
594,0,"This study uses survey data to analyze the impact of objective air pollution and subjective pollution perception on residents’ health, meeting all inclusion criteria.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
594,1,"This study uses the 2017 Chinese General Social Survey to examine how both objective air pollution data and subjective pollution perception affect residents’ self-rated and mental health, thus meeting all criteria for inclusion.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
594,2,"This paper uses the Chinese General Social Survey to analyze how air pollution and its perception affect self-rated and mental health, meeting all criteria for inclusion.  
output_json  
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
594,3,"This study uses the 2017 Chinese General Social Survey to examine how both objective air pollution and pollution perception affect residents’ self‐rated and mental health, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
594,4,"This paper uses survey data on air pollution perception and objective air quality measures to examine their impact on health, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
601,0,"This study uses primary survey data to assess perceptions of outdoor air pollution in Beirut, focusing directly on pollution-related risk perceptions.

output_json
{  ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
601,1,"The study uses survey data to assess public perception of outdoor air pollution in Beirut, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
601,2,,,o4-mini-2025-04-16
601,3,"This study uses survey data to assess perceptions of outdoor air pollution in Beirut, fitting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
601,4,"This study uses survey data to assess public perceptions of outdoor air pollution in Beirut, making it directly relevant to our inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
609,0,"This cross-sectional community survey uses semi-structured questionnaires to assess determinants of indoor air pollution and related health perceptions, directly meeting inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
609,1,"This community-based cross-sectional survey uses questionnaire data to investigate indoor air pollution determinants and impacts, so it meets all criteria.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
609,2,"This paper should be included because it is a cross‐sectional survey study directly examining determinants and perceptions of indoor air pollution and its health impacts.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
609,3,"This cross-sectional survey uses primary questionnaire data to study determinants of indoor air pollution and health perceptions, matching the inclusion criteria.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
609,4,"This is a cross-sectional survey study focusing on indoor air pollution determinants and health impacts, so it meets all inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
610,0,"This study uses survey data to examine parents’ intentions and willingness to pay related to outdoor air pollution in Wuhan.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
610,1,"This study uses a survey to assess parents’ intentions and willingness to pay regarding outdoor air pollution in Wuhan, China, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
610,2,"This study uses primary survey data to examine parents’ migration intentions and willingness to pay in response to outdoor air pollution in Wuhan.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
610,3,"This study uses a primary survey to examine parents’ propensity to migrate and willingness to pay specifically in response to outdoor air pollution, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
610,4,,,o4-mini-2025-04-16
613,0,"This study is a cross-sectional survey of protective behaviours during a haze (air pollution) episode, meeting all inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
613,1,,,o4-mini-2025-04-16
613,2,,,o4-mini-2025-04-16
613,3,,,o4-mini-2025-04-16
613,4,,,o4-mini-2025-04-16
636,0,,,o4-mini-2025-04-16
636,1,"This study uses structured survey data to assess auto-rickshaw drivers’ knowledge about air pollution effects and prevention, making it eligible for inclusion.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
636,2,"This study uses a cross-sectional survey to assess drivers’ knowledge of air pollution health effects, so it meets the inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
636,3,"This study uses a structured questionnaire survey to assess auto-rickshaw drivers’ knowledge of air pollution’s health effects and prevention, directly meeting the criteria for inclusion.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
636,4,"This study uses structured survey data to assess auto-rickshaw drivers’ knowledge of air pollution effects and prevention, directly meeting the criteria for inclusion.

output_json
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
651,0,"This is a questionnaire‐based survey study on awareness of air pollution risk factors, so it meets all criteria for inclusion.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
651,1,,,o4-mini-2025-04-16
651,2,,,o4-mini-2025-04-16
651,3,,,o4-mini-2025-04-16
651,4,"This survey study assesses college students’ awareness of air pollution risk factors using questionnaire data, meeting the criteria of survey-based research focused on air pollution.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
659,0,"This paper should be included because it uses survey data to assess residents’ perceptions of air pollution impacts as its primary focus.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
659,1,"This study employs questionnaires to gather residents’ perceptions and concerns specifically about industrial air pollution impacts, meeting the survey and air pollution focus criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
659,2,"Included: This study employs household questionnaires to assess residents’ perceptions and concerns specifically about air pollution impacts.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
659,3,"This paper should be included because it uses survey data to assess residents’ perceptions of air pollution impacts from industrial emissions.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
659,4,"Included because it uses survey data to assess residents’ perceptions and concerns about industrial air pollution impacts.  
output_json  
{  
  ""inclusion"": [""included""]  
}",included,o4-mini-2025-04-16
673,0,"This paper is included because it uses household survey data to assess perceptions and practices related to indoor air pollution from biofuel use.  
output_json  
{  
  ""inclusion"": [""included""]  
}",included,o4-mini-2025-04-16
673,1,"This study uses survey data to assess perceptions and practices related to indoor air pollution from biomass fuel, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
673,2,"This study uses primary survey data on indoor air pollution from biomass fuel use and local perceptions, meeting the criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
673,3,"This study uses survey data to assess perceptions and practices related to indoor air pollution from biofuel, thus meeting the inclusion criteria.  
output_json  
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
673,4,"This study uses household survey data to assess perceptions and exposure to indoor air pollution from biofuel use in rural Pakistan, fitting the inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
675,0,"This study uses primary survey data to examine indoor air pollution from biofuel use and local perceptions of pollution-related health impacts.  
output_json  
{""inclusion"": [""included""]}",included,o4-mini-2025-04-16
675,1,"This paper uses primary survey data to examine perceptions of indoor air pollution from biofuel use, satisfying the inclusion criteria.  
output_json  
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
675,2,"This study uses survey data to assess indoor air pollution perceptions related to biofuel use in rural Pakistan, meeting all criteria for inclusion.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
675,3,"This study employs household survey data to assess biofuel use and local perceptions of indoor air pollution, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""]}",included,o4-mini-2025-04-16
675,4,"This study uses survey data to assess perceptions and practices related to indoor air pollution from biomass fuel, meeting all inclusion criteria.

output_json
{ ""inclusion"": [""included""] }",included,o4-mini-2025-04-16
