"id","airpolDirectQuestion","question","Inclusion","surveyedCountries","source","surveyTheme","year","countries","iso3","category"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Czech","European Quality of Life Survey","life",2007,"Czechia","CZE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Czech","European Quality of Life Survey","life",2011,"Czechia","CZE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Denmark","European Quality of Life Survey","life",2016,"Denmark","DNK","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Denmark","European Quality of Life Survey","life",2003,"Denmark","DNK","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Denmark","European Quality of Life Survey","life",2007,"Denmark","DNK","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Denmark","European Quality of Life Survey","life",2011,"Denmark","DNK","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Germany","European Quality of Life Survey","life",2016,"Germany","DEU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Germany","European Quality of Life Survey","life",2003,"Germany","DEU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Germany","European Quality of Life Survey","life",2007,"Germany","DEU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Germany","European Quality of Life Survey","life",2011,"Germany","DEU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Estonia","European Quality of Life Survey","life",2016,"Estonia","EST","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Estonia","European Quality of Life Survey","life",2003,"Estonia","EST","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Estonia","European Quality of Life Survey","life",2007,"Estonia","EST","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Estonia","European Quality of Life Survey","life",2011,"Estonia","EST","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Ireland","European Quality of Life Survey","life",2016,"Ireland","IRL","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Ireland","European Quality of Life Survey","life",2003,"Ireland","IRL","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Ireland","European Quality of Life Survey","life",2007,"Ireland","IRL","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Ireland","European Quality of Life Survey","life",2011,"Ireland","IRL","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Greece","European Quality of Life Survey","life",2016,"Greece","GRC","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Greece","European Quality of Life Survey","life",2003,"Greece","GRC","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Greece","European Quality of Life Survey","life",2007,"Greece","GRC","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Greece","European Quality of Life Survey","life",2011,"Greece","GRC","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Spain","European Quality of Life Survey","life",2016,"Spain","ESP","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Spain","European Quality of Life Survey","life",2003,"Spain","ESP","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Spain","European Quality of Life Survey","life",2007,"Spain","ESP","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Spain","European Quality of Life Survey","life",2011,"Spain","ESP","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"France","European Quality of Life Survey","life",2016,"France","FRA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"France","European Quality of Life Survey","life",2003,"France","FRA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"France","European Quality of Life Survey","life",2007,"France","FRA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"France","European Quality of Life Survey","life",2011,"France","FRA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Croatia","European Quality of Life Survey","life",2016,"Croatia","HRV","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Croatia","European Quality of Life Survey","life",2003,"Croatia","HRV","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Croatia","European Quality of Life Survey","life",2007,"Croatia","HRV","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Croatia","European Quality of Life Survey","life",2011,"Croatia","HRV","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Italy","European Quality of Life Survey","life",2016,"Italy","ITA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Italy","European Quality of Life Survey","life",2003,"Italy","ITA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Italy","European Quality of Life Survey","life",2007,"Italy","ITA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Italy","European Quality of Life Survey","life",2011,"Italy","ITA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Cyprus","European Quality of Life Survey","life",2016,"Cyprus","CYP","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Cyprus","European Quality of Life Survey","life",2003,"Cyprus","CYP","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Cyprus","European Quality of Life Survey","life",2007,"Cyprus","CYP","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Cyprus","European Quality of Life Survey","life",2011,"Cyprus","CYP","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Latvia","European Quality of Life Survey","life",2016,"Latvia","LVA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Latvia","European Quality of Life Survey","life",2003,"Latvia","LVA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Latvia","European Quality of Life Survey","life",2007,"Latvia","LVA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Latvia","European Quality of Life Survey","life",2011,"Latvia","LVA","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Lithuania","European Quality of Life Survey","life",2016,"Lithuania","LTU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Lithuania","European Quality of Life Survey","life",2003,"Lithuania","LTU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Lithuania","European Quality of Life Survey","life",2007,"Lithuania","LTU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Lithuania","European Quality of Life Survey","life",2011,"Lithuania","LTU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Luxembourg","European Quality of Life Survey","life",2016,"Luxembourg","LUX","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Luxembourg","European Quality of Life Survey","life",2003,"Luxembourg","LUX","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Luxembourg","European Quality of Life Survey","life",2007,"Luxembourg","LUX","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Luxembourg","European Quality of Life Survey","life",2011,"Luxembourg","LUX","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Hungary","European Quality of Life Survey","life",2016,"Hungary","HUN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Hungary","European Quality of Life Survey","life",2003,"Hungary","HUN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Hungary","European Quality of Life Survey","life",2007,"Hungary","HUN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Hungary","European Quality of Life Survey","life",2011,"Hungary","HUN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Malta","European Quality of Life Survey","life",2016,"Malta","MLT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Malta","European Quality of Life Survey","life",2003,"Malta","MLT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Malta","European Quality of Life Survey","life",2007,"Malta","MLT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Malta","European Quality of Life Survey","life",2011,"Malta","MLT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Netherlands","European Quality of Life Survey","life",2016,"Netherlands","NLD","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Netherlands","European Quality of Life Survey","life",2003,"Netherlands","NLD","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Netherlands","European Quality of Life Survey","life",2007,"Netherlands","NLD","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Netherlands","European Quality of Life Survey","life",2011,"Netherlands","NLD","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Austria","European Quality of Life Survey","life",2016,"Austria","AUT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Austria","European Quality of Life Survey","life",2003,"Austria","AUT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Austria","European Quality of Life Survey","life",2007,"Austria","AUT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Austria","European Quality of Life Survey","life",2011,"Austria","AUT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Poland","European Quality of Life Survey","life",2016,"Poland","POL","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Poland","European Quality of Life Survey","life",2003,"Poland","POL","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Poland","European Quality of Life Survey","life",2007,"Poland","POL","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Poland","European Quality of Life Survey","life",2011,"Poland","POL","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Portugal","European Quality of Life Survey","life",2016,"Portugal","PRT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Portugal","European Quality of Life Survey","life",2003,"Portugal","PRT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Portugal","European Quality of Life Survey","life",2007,"Portugal","PRT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Portugal","European Quality of Life Survey","life",2011,"Portugal","PRT","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Romania","European Quality of Life Survey","life",2016,"Romania","ROU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Romania","European Quality of Life Survey","life",2003,"Romania","ROU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Romania","European Quality of Life Survey","life",2007,"Romania","ROU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Romania","European Quality of Life Survey","life",2011,"Romania","ROU","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Slovenia","European Quality of Life Survey","life",2016,"Slovenia","SVN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Slovenia","European Quality of Life Survey","life",2003,"Slovenia","SVN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Slovenia","European Quality of Life Survey","life",2007,"Slovenia","SVN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Slovenia","European Quality of Life Survey","life",2011,"Slovenia","SVN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Slovakia","European Quality of Life Survey","life",2016,"Slovakia","SVK","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Slovakia","European Quality of Life Survey","life",2003,"Slovakia","SVK","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Slovakia","European Quality of Life Survey","life",2007,"Slovakia","SVK","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Slovakia","European Quality of Life Survey","life",2011,"Slovakia","SVK","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Finland","European Quality of Life Survey","life",2016,"Finland","FIN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Finland","European Quality of Life Survey","life",2003,"Finland","FIN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Finland","European Quality of Life Survey","life",2007,"Finland","FIN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Finland","European Quality of Life Survey","life",2011,"Finland","FIN","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Sweden","European Quality of Life Survey","life",2016,"Sweden","SWE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Sweden","European Quality of Life Survey","life",2003,"Sweden","SWE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Sweden","European Quality of Life Survey","life",2007,"Sweden","SWE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Sweden","European Quality of Life Survey","life",2011,"Sweden","SWE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"United Kingdom","European Quality of Life Survey","life",2016,"United Kingdom","GBR","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"United Kingdom","European Quality of Life Survey","life",2003,"United Kingdom","GBR","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"United Kingdom","European Quality of Life Survey","life",2007,"United Kingdom","GBR","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"United Kingdom","European Quality of Life Survey","life",2011,"United Kingdom","GBR","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"North Macedonia","European Quality of Life Survey","life",2016,"North Macedonia","MKD","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"North Macedonia","European Quality of Life Survey","life",2003,"North Macedonia","MKD","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"North Macedonia","European Quality of Life Survey","life",2007,"North Macedonia","MKD","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"North Macedonia","European Quality of Life Survey","life",2011,"North Macedonia","MKD","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Montenegro","European Quality of Life Survey","life",2016,"Montenegro","MNE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Montenegro","European Quality of Life Survey","life",2003,"Montenegro","MNE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Montenegro","European Quality of Life Survey","life",2007,"Montenegro","MNE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Montenegro","European Quality of Life Survey","life",2011,"Montenegro","MNE","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Serbia","European Quality of Life Survey","life",2016,"Serbia","SRB","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Serbia","European Quality of Life Survey","life",2003,"Serbia","SRB","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Serbia","European Quality of Life Survey","life",2007,"Serbia","SRB","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Serbia","European Quality of Life Survey","life",2011,"Serbia","SRB","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Turkey","European Quality of Life Survey","life",2016,"Turkey","TUR","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Turkey","European Quality of Life Survey","life",2003,"Turkey","TUR","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Turkey","European Quality of Life Survey","life",2007,"Turkey","TUR","Perceptions"
12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,"Turkey","European Quality of Life Survey","life",2011,"Turkey","TUR","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Angola","Afrobarometer","governance",2022,"Angola","AGO","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Benin","Afrobarometer","governance",2022,"Benin","BEN","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Botswana","Afrobarometer","governance",2022,"Botswana","BWA","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Burkina Faso","Afrobarometer","governance",2022,"Burkina Faso","BFA","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Cabo Verde","Afrobarometer","governance",2022,"Cabo Verde","CPV","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Cameroon","Afrobarometer","governance",2022,"Cameroon","CMR","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"CongoBrazzaville","Afrobarometer","governance",2022,"CongoBrazzaville","COG","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Côte d'Ivoire","Afrobarometer","governance",2022,"Côte d'Ivoire","CIV","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Eswatini","Afrobarometer","governance",2022,"Eswatini","SWZ","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Ethiopia","Afrobarometer","governance",2022,"Ethiopia","ETH","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Gabon","Afrobarometer","governance",2022,"Gabon","GAB","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Gambia","Afrobarometer","governance",2022,"Gambia","GMB","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Ghana","Afrobarometer","governance",2022,"Ghana","GHA","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Guinea","Afrobarometer","governance",2022,"Guinea","GIN","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Kenya","Afrobarometer","governance",2022,"Kenya","KEN","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Lesotho","Afrobarometer","governance",2022,"Lesotho","LSO","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Liberia","Afrobarometer","governance",2022,"Liberia","LBR","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Madagascar","Afrobarometer","governance",2022,"Madagascar","MDG","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Malawi","Afrobarometer","governance",2022,"Malawi","MWI","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Mali","Afrobarometer","governance",2022,"Mali","MLI","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Mauritania","Afrobarometer","governance",2022,"Mauritania","MRT","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Mauritius","Afrobarometer","governance",2022,"Mauritius","MUS","Perceptions"
15,"No","How serious of a problem is pollution, such as the accumulation of trash or garbage, or damage to the quality of the air or water, in your community? Is it: [Read out options]",1,"Morocco","Afrobarometer","governance",2022,"Morocco","MAR","Perceptions"
