"ID","DOI","Title","Authors","Year","Source.Title","Volume","Issue","Abstract","Author.Keywords","Scopus.Keywords","WOS.Keywords","Source"
379,"10.1177/1420326X06079886","Perception of air quality and the thermal environment in offices","Butala, V; Muhic, S",2007,"INDOOR AND BUILT ENVIRONMENT","16","4","People's perception of the thermal environment and the quality of air in mechanically and naturally ventilated office environments is discussed. Interdisciplinary research of the indoor environment (technical and medical fields) was based on the simultaneous measurement of the thermal environment parameters, as well on as on surveying employees during their normal working activities. The survey sought to determine the health status and health problems of those surveyed in the 6 months prior to the study, as well as the current state of health and current subjective evaluation of the thermal environment and air quality. Deviations between the measured values evaluated by predicted mean vote (PMV) - predicted percent of dissatisfied (PPD) model (PMV-PDD) and the subjective evaluations of thermal environment of those surveyed were found. The subjectively stated reasons for the health problems of employees gave precedence to natural, as opposed to mechanical, ventilation, which is confirmed by the average absence from work for health reasons. An index of health was defined and analyzed for the people within a building. Significant correlations between indoor air parameters and the way people felt were found. Findings from the study indicate a significant role for the psychological factors and psychological state of the respondents when subjectively describing the indoor environment.","thermal environment; perceived air quality; health index; symptom prevalence; well-being; air conditioning; natural ventilation","carbon dioxide; volatile organic compound; absenteeism; adult; air conditioning; air quality; ambient air; article; building; environmental temperature; female; health status; health survey; human; humidity; male; occupational health; prediction; priority journal; psychological aspect","SICK-BUILDING-SYNDROME; SYNDROME SBS; COMFORT; WORKERS","WOS"
272,"10.1080/104732201300367209","Perceptions of indoor air quality associated with ventilation system types in elementary schools","Kinshella M.R.; Van Dyke M.V.; Douglas K.E.; Martyny J.W.",2001,"","16.0","10","With the increased utilization of school buildings on a year-round basis, school indoor air quality has become a national concern. The purpose of this study was to evaluate possible associations between ventilation system type and occupant perception of indoor air quality. Staff (n = 403) from 12 schools completed a self-administered questionnaire. Carbon dioxide (CO2) levels, air exchange rates, and particle counts were also measured for each school. Schools with unit ventilator (UV) systems had the lowest mean CO2 level at 637 ppm, followed by the variable air volume (VAV) systems with 664 ppm, and constant volume (CV) systems with a mean of 703 ppm. Schools with UV systems had the lowest mean air exchange rate at 2.67 air changes per hour (ACH), followed by the VAV system type at 2.80 ACH and the CV system type at 4.61 ACH. Indoor versus outdoor particle ratios were calculated for each ventilation system type. Particles with aerodynamic diameters ranging from 0.1-1.0 μm had a geometric mean ratio ranging from 0.38 to 0.68; particles with aerodynamic diameters ranging from 1-3 μm had ratios ranging from 1.39 to 5.47, and particles with aerodynamic diameters greater than 3 μm had ratios ranging from 3.20 to 14.76. Schools using VAV systems had a significantly lower prevalence of red and watery eyes while schools with UV systems had an elevated prevalence of nasal congestion, sore throat, headache, and dustiness complaints. This increased prevalence of complaints in buildings with UV systems may be due to the increased particulate levels. © 2001 Applied Industrial Hygiene.","Air Exchange Rates; Indoor Air Quality; Particle Counts; Questionnaire; Schools; Ventilation System Types","Adult; Air Pollutants; Air Pollution, Indoor; Child; Colorado; Environmental Exposure; Female; Humans; Male; Perception; Questionnaires; Schools; Ventilation; carbon dioxide; air conditioning; air pollutant; air quality; ambient air; article; atmospheric dispersion; carbon dioxide measurement; dust; eye irritation; geometry; headache; nose congestion; perception; prevalence; primary school; priority journal; sore throat; suspended particulate matter; ventilator","","Scopus"
164,"10.1016/j.ijdrr.2023.103853","Perceptions of volcanic air pollution and exposure reduction practices on the Island of Hawai'i: Working towards socially relevant risk communication","Horwell, CJ; Elias, T; Covey, J; Bhandari, R; Truby, J",2023,"INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION","95","","Kilauea volcano, on the Island of Hawai'i, is one of the most active volcanoes in the world. Over the past four decades it has released large amounts of volcanic gases and aerosols which form vol-canic air pollution known as 'vog'. Communities downwind of Kilauea have been chronically or episodically exposed to this potentially harmful air pollution and have raised concerns about the hazards of vog exposure. Public health and civil protection agencies have offered a range of ad -vice, information, and mitigation strategies for living with vog. In this mixed-methods social study, we investigate the translation of official advice into practice in Island of Hawai'i communi-ties and assess how risk communication could be improved by considering public input, prefer-ences, and community relevance. Given the paucity of information on the long-term effects of chronic vog exposure, assessing the effectiveness of public health and risk communication is vi-tal. In 2015, through questionnaire surveys (n = 143), four focus groups and several stakeholder meetings, we assessed whether, and how, residents accessed intervention advice, if it was rele-vant and useful, how they acted on it and how they would like to receive advice and urgent expo-sure warnings in the future. We also investigated local knowledge and self-developed interven-tions and documented the perceived risks of vog exposure, including symptoms that people at-tribute to vog. Most participants (83%) perceived that vog caused health symptoms such as exacerbation of asthma, itchy eyes, and blocked nose and 62% thought it was harmful to their long-term health. A third of participants had considered relocating to avoid the vog yet, despite this, most people took no action to reduce vog exposure. Participants reported that the official advice was difficult to follow given their living situation or lifestyle. Some participants viewed the agency advice as in -consistent, irrelevant, or out of date. Participants preferred to receive advice and air quality alerts via a variety of media, depending on factors such as their access to internet, cell phone, and radio reception. The study findings led to a collaboration with federal and state health, land management, ed-ucational, science, and civil protection agencies to improve and standardize health advisory mes-saging, to make it more relevant to Island of Hawai'i communities and environment. New print- able and web-based communication products were developed, which included local knowledge of effective protective actions/symptom reduction strategies. An interagency 'Vog Dashboard' was also introduced to consolidate vog knowledge, including sources of air quality data, vog fore-casts, and advice on vog environmental, agricultural, and health impacts. This dashboard was recommended as a primary site for advice by international media outlets in 2018 and was heavily used during the 2018 Kilauea and 2022 Mauna Loa eruption crises.","Hawaii; Volcano; Risk communication; Air pollution; Vog; Perceptions; Exposure mitigation","","KILAUEA VOLCANO; HEALTH; DISPERSION; CRISIS; TRUST; VOG","WOS"
681,"","Personal Exposure to Particulate Matter Is Associated With Worse Health Perception in Adult Asthma","Maestrelli, P; Canova, C; Scapellato, ML; Visentin, A; Tessari, R; Bartolucci, GB; Simonato, L; Lotti, M",2011,"JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY","21","2","Background: Epidemiological studies have shown positive associations between particulate matter (PM) air pollution and short-term mortality and morbidity for asthma. The hypothesis that lung inflammation is responsible for these effects has been tested in panel and controlled exposure studies in asthmatic adults, with inconsistent results. Objectives: We investigated whether personal exposure to PM10 and PM2.5 were related to changes in the clinical course of asthma and to lung inflammatory responses in adult asthmatics. Methods: A cohort of 32 asthmatic patients was followed for 2 years. Asthma control test (ACT) and St George's Respiratory Questionnaire (SGRQ) scores, forced expired volume in the first second (FEV1), exhaled nitric oxide (Fe-NO), and pH of exhaled breath condensate (EBC) were determined on 6 occasions during different seasons. Personal exposure to PM was measured for 24 hours prior to clinical assessments. Results: A 10 mu g/m(3) increase in PM10 personal exposure was associated with an increase in SGRQ scores (regression coefficient beta=0.22; 95% confidence interval [CI], -0.005 to 4.451; P=.055) and with a decrease in ACT scores (beta=-0.022; 95% CI, -0.045 to 0.001; P=.060), whereas no associations were found between PM10 and FEV1, Fe-NO, or EBC pH. A positive association was detected between Fe-NO and outdoor O-3 (P=.042) and SO2 (P=.042) concentrations in the subgroup of nonsmoking asthmatics. Conclusions: We concluded that increments in personal exposure to PM10 are associated with a decrease in asthma control and health-related quality of life. However, this study does not provide evidence that 24-hour exposures to PM are associated with short-term changes in lung function or inflammatory responses of the lung.","Pollution; Inflammation; Lung; Questionnaire; Exhaled nitric oxide; Breath condensate","","EXHALED NITRIC-OXIDE; AIR-POLLUTION; RESPIRATORY HEALTH; BREATH CONDENSATE; CHILDREN; FINE; PH","WOS"
682,"","Personal exposure to particulate matter is associated with worse health perception in adult asthma","Maestrelli P.; Canova C.; Scapellato M.L.; Visentin A.; Tessari R.; Bartolucci G.B.; Simonato L.; Lotti M.",2011,"","21.0","2","Background: Epidemiological studies have shown positive associations between particulate matter (PM) air pollution and short-term mortality and morbidity for asthma. The hypothesis that lung inflammation is responsible for these effects has been tested in panel and controlled exposure studies in asthmatic adults, with inconsistent results. Objectives: We investigated whether personal exposure to PM10 and PM2.5 were related to changes in the clinical course of asthma and to lung inflammatory responses in adult asthmatics. Methods: A cohort of 32 asthmatic patients was followed for 2 years. Asthma control test (ACT) and St George's Respiratory Questionnaire (SGRQ) scores, forced expired volume in the first second (FEV1), exhaled nitric oxide (FeNO), and pH of exhaled breath condensate (EBC) were determined on 6 occasions during different seasons. Personal exposure to PM was measured for 24 hours prior to clinical assessments. Results: A 10 μg/m3 increase in PM10 personal exposure was associated with an increase in SGRQ scores (regression coefficient ß=0.22; 95% confidence interval [CI], -0.005 to 4.451; P=.055) and with a decrease in ACT scores (ß=-0.022; 95% CI, -0.045 to 0.001; P=.060), whereas no associations were found between PM10 and FEV1, FeNO, or EBC pH. A positive association was detected between FeNO and outdoor O3 (P=.042) and SO2 (P=.042) concentrations in the subgroup of nonsmoking asthmatics. Conclusions: We concluded that increments in personal exposure to PM10 are associated with a decrease in asthma control and healthrelated quality of life. However, this study does not provide evidence that 24-hour exposures to PM are associated with short-term changes in lung function or inflammatory responses of the lung. © 2011 Esmon Publicidad.","Breath condensate; Exhaled nitric oxide; Inflammation; Lung; Pollution; Questionnaire","Adult; Asthma; Cohort Studies; Environmental Exposure; Female; Humans; Italy; Male; Nitric Oxide; Particulate Matter; Questionnaires; Respiratory Function Tests; Risk Assessment; Seasons; Smoking; corticosteroid; nitric oxide; adult; air pollution; article; asthma; clinical article; controlled study; disease course; drug megadose; environmental exposure; expired air; female; forced expiratory volume; human; low drug dose; male; particulate matter; quality of life; questionnaire; respiratory tract inflammation; seasonal variation","","Scopus"
197,"10.1016/j.ntt.2016.06.008","Prenatal and childhood traffic-related air pollution exposure and childhood executive function and behavior","Harris, MH; Gold, DR; Rifas-Shiman, SL; Melly, SJ; Zanobetti, A; Coull, BA; Schwartz, JD; Gryparis, A; Kloog, I; Koutrakis, P; Bellinger, DC; Belfort, MB; Webster, TF; White, RF; Sagiv, SK; Oken, E",2016,"NEUROTOXICOLOGY AND TERATOLOGY","57","","Background: Traffic-related air pollution exposure may influence brain development and function and thus be related to neurobehavioral problems in children, but-little is known about windows of susceptibility. Aims: Examine associations of gestational and childhood exposure to traffic-related pollution with executive function and behavior problems in children. Methods: We studied associations of pre- and postnatal pollution exposures with neurobehavioral outcomes in 1212 children in the Project Viva pre-birth cohort followed to mid-childhood (median age 7.7 years). Parents and classroom teachers completed the Behavior Rating Inventory of Executive Function (BRIEF) and the Strengths and Difficulties Questionnaire (SDQ). Using validated spatiotemporal models, we estimated exposure to black carbon (BC) and fine particulate matter (PM2.5) in the third trimester of pregnancy, from birth to 3 years, from birth to 6 years, and in the year before behavioral ratings. We also measured residential distance to major roadways and near-residence traffic density at birth and-in mid-childhood. We estimated associations of BC, PM2.5, and other traffic exposure measures with BRIEF and SDQ scores, adjusted for potential confounders. Results: Higher childhood BC exposure was associated with higher teacher-rated BRIEF Behavioral Regulation Index (BRI) scores, indicating greater problems: 1.0 points (95% confidence interval (CI): 0.0, 2.1) per interquartile range (IQR) increase in birth-age 6 BC, and 1.7 points (95% CI: 0.6, 2.8) for BC in the year prior to behavioral ratings. Mid childhood residential traffic density was also associated with BRI score (0.6, 95% CI: 0.1,1.1). Birth-age 3 BC was not associated with BRIEF or SDQscores. Third trimester BC exposure was not associated with teacher-rated BRI scores ( -0.2, 95% CI: -1.1, 0.8), and predicted lower scores (fewer problems) on the BRIEF Metacognition Index (-1.2, 95% CI: -2.2, -0.2) and SDQ total difficulties (-0.9, 95% CI: -1.4, -0.4). PM2.5 exposure was associated with teacher-rated BRIEF and SDQscores in minimally adjusted models but associations attenuated with covariate adjustment. None of the parent-rated outcomes suggested adverse effects of greater pollution exposure at any time point. Conclusions: Children with higher mid-childhood exposure to BC and greater near-residence traffic density in mid childhood had greater problems with behavioral regulation as assessed by classroom teachers, but not as assessed by parents. Prenatal and early childhood exposure to traffic-related pollution did not predict greater executive function or behavior problems; third trimester BC was associated with lower scores (representing fewer problems) on measures of metacognition and behavioral problems. (C) 2016 Elsevier Inc All rights reserved.","Traffic; Air pollution; Black carbon; Executive function; Neurodevelopment","Air Pollutants; Child; Child, Preschool; Environmental Exposure; Executive Function; Female; Humans; Infant; Infant, Newborn; Male; Pregnancy; Prenatal Exposure Delayed Effects; Problem Behavior; Vehicle Emissions; black carbon; adult; air pollution; alcohol consumption; Article; behavior rating inventory of executive function; child; child behavior; Child Behavior Checklist; cognition; controlled study; environmental exposure; executive function test; female; first trimester pregnancy; highway; household income; human; intelligence quotient; Kaufman assessment battery for children; major clinical study; male; metacognition; nerve cell differentiation; particulate matter; perinatal period; prenatal period; priority journal; questionnaire; rating scale; sensitivity analysis; traffic; trengths and Difficulties Questionnaire; United States; air pollutant; executive function; exhaust gas; infant; newborn; pregnancy; prenatal exposure; preschool child; problem behavior; psychology; toxicity","DIFFICULTIES QUESTIONNAIRE; DEVELOPMENTAL EXPOSURE; PARTICULATE MATTER; BLACK CARBON; PARTICLES; STRENGTHS; ASSOCIATIONS; REGRESSION; ATTENTION; COGNITION","WOS"
526,"10.3390/ijerph15071497","Psychosocial Problems, Indoor Air-Related Symptoms, and Perceived Indoor Air Quality among Students in Schools without Indoor Air Problems: A Longitudinal Study","Finell, E; Tolvanen, A; Pekkanen, J; Minkkinen, J; Ståhl, T; Rimpelä, A",2018,"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","15","7","The effect of students' psychosocial problems on their reporting of indoor air quality (subjective IAQ) and indoor air-related (IA-related) symptoms has not been studied in schools in a longitudinal setting. Therefore, we analyzed whether changes in students' psychosocial problems (socioemotional difficulties and perceived teacher student relations) between the beginning of seventh grade (age 12-13 years) and the end of ninth grade (15-16 years) predicted subjective IAQ and IA-related symptoms at the end of ninth grade. In order to explore the independent effect of psychosocial factors, we focused only on students in schools without observed indoor air problems. The analysis was of longitudinal data (N = 986 students) using latent change modelling. Increased socioemotional difficulties were related to more IA-related symptoms (standardized beta = 0.20) and deteriorated subjective IAQ (standardized beta = 0.20). Increased problems in teacher student relations were related to deteriorated subjective IAQ (standardized beta = 0.21). Although students' psychosocial problems explained only 9-13% of the total variances, our findings support the notion that psychosocial factors also need to be taken into account in the evaluation of IAQ and the prevalence of IA-related symptoms in schools.","indoor air problems; indoor air quality; psychosocial problems; socioemotional difficulties; indoor air-related symptoms; teacher student relations; lower secondary schools","","DIFFICULTIES QUESTIONNAIRE; ALLERGIC RHINITIS; HEALTH; STRENGTHS; STRESS; ASSOCIATION; COMFORT; DYSPNEA; ASTHMA; ENVIRONMENTS","WOS"
455,"10.2202/1944-4079.1075","Public Perceptions of Urban Air Pollution Risks","Saksena, S",2011,"RISK HAZARDS & CRISIS IN PUBLIC POLICY","2","1","Understanding public perception and attitudes toward air quality and regulation is critical for successful citizen involvement as shifts toward new technologies and management alternatives take place. While urban air pollution continues to be a major risk in most parts of the world, very few studies and surveys have been conducted to systematically study public perceptions related to air pollution. Even fewer studies have focused on developing countries. This gap is critical because of the complex interaction between poverty, livelihoods and sustainable development in developing countries. A Pressure-State-Response framework is used to review studies of public perceptions of air pollution and knowledge gaps are identified. The paper highlights unique characteristics of urban areas in developing countries in the context of air pollution related perceptions.","public perceptions; air pollution; livelihoods; poverty","","ENVIRONMENTAL-HEALTH; CLIMATE-CHANGE; QUALITY; KNOWLEDGE; COMMUNITY; PERSONALITY; BEHAVIOR; HAZARDS; SCIENCE; JUSTICE","WOS"
691,"","RELIABILITY CONCERNS, REGULATIONS LEAD TO VIRTUAL STANDARDIZATION OF AIR-POLLUTION-CONTROL SYSTEMS.","Schwieger Bob; Hayes Ann",1985,"","129.0","4","Power's survey of central-station flue-gas-treatment systems is presented. It ties together fuel and ash analyses and design data for particulate- and SO//2-removal equipment, highlights trends in equipment selection, operating procedures, and disposal of solid wastes. The data tabulation covers five pages, 53 projects, covering 67 units ranging in size from 44 to 868 Mw, are described in the tabulation. All burn solid fuels. More than 80% of the stations surveyed (43) use electrostatic precipitators (ESPs) for removing flyash from the flue-gas stream. Data on central-station particulate- and SO//2-removal systems show dust-collection efficiencies in excess of 99. 5% as standard, less dependence on weighted-wire ESPs, complete confidence in spray towers for conventional scrubbing systems.","","BOILER FIRING - Coal; FLUE GASES - Treatment; FOSSIL FUEL POWER PLANTS; SEPARATORS - Electrostatic; SULFUR DIOXIDE; CENTRAL STATIONS; DATA TABULATION; REGULATIONS; RELIABILITY; SURVEYS; AIR POLLUTION","","Scopus"
133,"10.1016/j.envint.2023.108286","Randomised controlled trial of a behavioural intervention to reduce exposure to PM2.5 in patients with COPD","Kang, J; Kim, HC; Jang, Y; Lee, JB; Lee, JS; Oh, YM; Ji, HW; Jung, JY; Lee, SW",2023,"ENVIRONMENT INTERNATIONAL","181","","Background: Fine particulate matter (PM2.5) is a well-known risk factor for worse outcomes of chronic obstructive pulmonary disease (COPD). However, evidence-based guidance on effective personal behavioural strategies to minimise the effects of PM2.5 is limited. This study aimed to assess the effectiveness of a behavioural intervention in reducing PM2.5 exposure and improving clinical outcomes in patients with COPD.Materials and Methods: Participants were 1:1 randomised, and the intervention group received a behavioural intervention consisting of five activities, while the control group received usual care. The participants were followed up for 9 months. The primary outcomes were differences in the score of St. George's Respiratory Questionnaire for patients with COPD (SGRQ-C) and COPD assessment test (CAT) from baseline.Results: A total of 106 participants were enrolled and 102 completed the study. At the end of the study, the intervention group showed significant improvements in the primary outcomes compared to the control group, with a group difference of-5.9 in the reduction of total SGRQ-C (-3.4 vs. 2.5; p = 0.049) and-3.8 in the CAT score (-1.2 vs. 2.7; p = 0.001). Participants with good adherence to the intervention demonstrated a greater extent of improvement in CAT score and lower PM2.5 levels compared to those who had poor adherence or were in the control group. Regular checking of air quality forecasts was significantly associated with a reduction in CAT scores among all the intervention activities.Conclusion: Individual-level behavioural interventions can be an effective strategy for mitigating the health hazards associated with PM2.5.ClinicalTrials.gov Identifier: NCT04878367.","Chronic obstructive pulmonary disease; Air pollution; Particulate matter; Behavioural intervention; Quality of life","Humans; Pulmonary Disease, Chronic Obstructive; Quality of Life; Air quality; Particles (particulate matter); Patient treatment; Pulmonary diseases; Quality control; beta 2 adrenergic receptor stimulating agent; corticosteroid; long acting drug; muscarinic receptor blocking agent; % reductions; Behavioral interventions; Chronic obstructive pulmonary disease; Control groups; Fine particulate matter; Particulate Matter; PM 2.5; Quality of life; Randomized controlled trial; Risk factors; air quality; chronic obstructive pulmonary disease; emission control; health impact; health risk; mitigation; particulate matter; pollution exposure; quality of life; questionnaire survey; age distribution; aged; air pollution; air quality; Article; behavior therapy; chronic obstructive lung disease; clinical effectiveness; clinical outcome; controlled study; COPD assessment test; female; follow up; forced expiratory volume; health hazard; human; major clinical study; male; multicenter study; PM2.5 exposure; protocol compliance; quality of life; randomized controlled trial; risk reduction; sex difference; single blind procedure; smoking habit; St. George Respiratory Questionnaire; chronic obstructive lung disease; quality of life; Health hazards","OBSTRUCTIVE PULMONARY-DISEASE; PARTICULATE MATTER; AIR-POLLUTION; LUNG-FUNCTION; INDOOR; MORTALITY","WOS"
543,"10.3390/ijerph182212115","Research on Public Environmental Perception of Emotion, Taking Haze as an Example","Bao, Q; Zhang, XJ; Wu, XJ; Zhang, Q; Chen, JS",2021,"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","18","22","Ecological and environmental problems have become increasingly prominent in recent years. Environmental problems represented by haze have become a topic that affects the harmonious ecology of human beings. The trend of this topic is on the rise. People's perception of the environment after the impact of haze has also changed. A real-time grasp of the dynamic public environment perception of emotions is often an important basis for environmental management departments to effectively solve environmental problems through public opinion. This article focuses on the problem of the public perception of emotional changes, which is caused by fog and hazy weather, proposes an environmental emotion perception model, using Weibo comment data about fog and haze as environmental perception data, and analyzes the impact of fog and haze on the public in four seasonal time dimensions. The post-environment perception of emotion changes: the results show that in spring, the public's environmental perception of emotions is mainly negative emotions at the beginning of the season; in summer, positive emotions become dominant emotions; in autumn, the public's environmental perception of emotions is dominated by negative emotions that increase substantially; and in winter, the dominant environmental perception of emotions of the public is still negative. This theory provides support for research on social emotions and public opinion behavior.","convolutional neural network; environmental perception of emotion; weighted networks; deep learning","China; Emotions; Humans; Perception; Public Opinion; Social Media; Weather; artificial neural network; environmental values; haze; perception; psychology; public attitude; article; autumn; convolutional neural network; deep learning; ecology; emotion; environmental management; haze; human; human experiment; perception; public opinion; spring; summer; winter; China; emotion; perception; social media; weather","","WOS"
126,"10.1016/j.envint.2011.11.010","Residential exposure to outdoor air pollution from livestock operations and perceived annoyance among citizens","Blanes-Vidal, V; Suh, H; Nadimi, ES; Lofstrom, P; Ellermann, T; Andersen, HV; Schwartz, J",2012,"ENVIRONMENT INTERNATIONAL","40","1","Epidemiological studies have shown that residential exposure to livestock odors can affect the health and wellbeing of rural citizens. However, exposure-response models for this relationship have not been developed. One of the main challenges is to identify a compound that can be used as proxy for livestock odor exposure. In this paper we developed models that describe the relationship between long-term averaged outdoor residential ammonia (NH3) exposures and livestock odor annoyance experienced by rural residents, and investigated person-related variables associated with annoyance responses. We used emission-based atmospheric dispersion modeling data to estimate household-specific outdoor concentrations and survey data to characterize the study subjects. Binomial and multinomial logistic regressions were used for model development. Residential NH3 exposure was positively associated with moderate, high and extreme odor annoyance (adjusted odds ratio = 10.59: 95% confidence interval: 1.35-83.13, for each unit increase in Log(e)NH(3) exposure). Specific characteristics of the exposed subjects (i.e., age, time per week spent at home, presence of children at home and job) act as co-determinants of odor annoyance responses. Predictive models showed classification accuracies of 67-72%. The results suggest that NH3 exposure in the residential outdoor environment can be used as a predictor of livestock odor annoyance in population studies. (C) 2011 Elsevier Ltd. All rights reserved.","Ammonia; Odor; Exposure; Well-being","Ammonia; Atmospheric movements; Odors; ammonia; Atmospheric dispersion modeling; Classification accuracy; Confidence interval; Developed model; Epidemiological studies; Exposure; Livestock odor; Livestock operations; Model development; Multinomial logistic regression; Odds ratios; Outdoor air pollution; Outdoor concentrations; Outdoor environment; Predictive models; Rural citizens; Rural residents; Survey data; Well-being; ammonia; atmospheric pollution; epidemiology; livestock; odor; regression analysis; adult; air pollution; annoyance; article; atmospheric dispersion; environmental exposure; female; human; livestock; logistic regression analysis; male; odor; pollution monitoring; priority journal; residential area; rural area; statistical model; Agriculture","FEEDING OPERATIONS; SWINE OPERATIONS; NORTH-CAROLINA; HEALTH; ODOR; ASSOCIATION; POPULATION; IMPAIRMENT; NOISE; SMELL","WOS"
345,"10.1111/j.1600-0668.2011.00717.x","Respiratory symptoms, perceived air quality and physiological signs in elementary school pupils in relation to displacement and mixing ventilation system: an intervention study","Norbäck, D; Wieslander, G; Zhang, X; Zhao, Z",2011,"INDOOR AIR","21","5","Schools may be poorly ventilated and may contain furry pet allergens, particles and microorganisms. We studied health effects when changing from mixing ceiling ventilation to two types of displacement ventilation, front ventilation system (FVS) and floor master system (FMS). The study included pupils in three elementary school classes (N = 61), all with floor heating. One class received blinded interventions; the two others were unchanged (controls). Ventilation flow and supply air temperature was kept constant. The medical investigation included tear film stability (BUT), nasal patency and a questionnaire containing rating scales. When changing from mixing ventilation to FVS, the pupils (N = 26) perceived better air quality (P = 0.006) and less dyspnoea (P = 0.007) as compared to controls (N = 35), and BUT was improved (P = 0.03). At desk level, mean CO2 was reduced from 867 to 655 ppm. Formaldehyde and viable bacteria were numerically lower, while total bacteria and molds were higher with displacement ventilation. There was no difference in symptoms or signs when changing from FVS to FMS. Cat (Der p1), dog (Can f1) and horse allergen (Equ cx) were common in air at all conditions. In conclusion, displacement ventilation may have certain positive health effects among pupils, as compared to conventional mixing ceiling systems.","Displacement ventilation; Biomarkers; School environment; Pupils; Tear film stability (BUT)","Animalia; Bacteria (microorganisms); Canis familiaris; Equidae; Air; Air quality; Allergens; Bacteria; Indoor air pollution; Mixing; Quality control; Ventilation; Displacement ventilation; Elementary schools; Film stability; Health effects; Mixing ventilation; Pupil; School environment; Tear film stability (BUT); Tear films; Ventilation systems; Floors","COMPUTER CLASSROOMS; ALLERGEN LEVELS; NASAL PATENCY; EXCHANGE-RATE; ASTHMA; ROOMS; PERFORMANCE; ENVIRONMENT; BIOMARKERS; SWEDEN","WOS"
67,"10.1007/s40815-022-01300-4","Risk Assessment Method on Haze Networks Public Opinion Based on Intuitionistic Fuzzy Choquet Integral","Peng, BH; Zheng, CY; Wei, G; Zhao, X; Wan, AX",2022,"INTERNATIONAL JOURNAL OF FUZZY SYSTEMS","24","6","Haze Internet rumors have caused a serious negative impact on people's daily life and social stability in recent years. Therefore, this paper proposes a new approach to identify and assess the Internet rumors by intuitionistic fuzzy linguistic set and Choquet integrals method. First, non-additive measures and Choquet integrals calculating the comprehensive assessments of Internet public opinion are applied to incorporate the interaction between attributes. Then, the attribute weight is determined by the generalized Shapley function. In addition, an example of haze network public opinion risk shows that the approach has good identification and assessment effect. The approach can be used to solve the problems of fuzziness and subjectivity in linguistic assessments, and it can be applied to identify the customer service framework with the linguistic assessments process in emergency management. From the results, it infers that the haze network public opinion risk is directly related to haze incidents, while the role of media and Internet users can only indirectly affect the public opinion dissemination.","Haze network public opinion risk; Generalized Shapley function; Intuitionistic fuzzy set; Choquet integral","","GEOMETRIC AGGREGATION OPERATORS; GROUP DECISION-MAKING; MEDIA","WOS"
403,"10.1186/s12909-023-04785-1","Short animated video increases knowledge and perceived comfort in clinical counseling on inequitable health impacts of air pollution among interprofessional health learners and clinicians","Doheny, BM; Inglis, JJ; Boll, KA; Lunos, S; Surapaneni, VL",2023,"BMC MEDICAL EDUCATION","23","1","BackgroundAir pollution is a major health risk contributing to global morbidity and mortality, yet clinicians do not routinely engage in counseling patients on this topic. Clinicians cite their lack of education as a common barrier. We developed a two-minute animated video on mitigating air pollution health risks and evaluated the efficacy of this video as an educational tool.MethodsIn March-June 2021, a convenience sample of Minnesota interprofessional health learners and clinicians viewed the video and completed an electronic survey that assessed pre-/post-video intervention changes in (a) didactic and clinically applied knowledge on health impacts of air pollution, (b) perceived comfort in identifying at-risk patients and counseling them on relevant preventive health behaviors, (c) intentions/barriers to counseling patients, (d) beliefs and attitudes related to the health harms of air pollution, and (e) perceptions of the overall acceptability of the intervention.ResultsThe 218 participants included learners and clinicians in medicine, nursing, and advanced practice provision. Respondents' knowledge scores and self-reported level of comfort in identifying high-risk patients and counseling them on preventative health behaviors increased significantly pre-/post-intervention. The video also effectively altered participants' misperceptions about the health impacts of air pollution. While less than half of participants (43.6%) reported they intended to engage in counseling patients as a result of watching the video, 52.3% indicated they might do so. Lack of time during clinical encounters and lack of training were reported as persistent barriers to engaging in this counseling. Overall, participants found the video to be an effective educational tool, indicating that they wanted their colleagues and patients to watch the video and would like to see further short, animated videos on other environmental health topics.ConclusionsA two-minute animated educational video significantly improved knowledge of inequitable health impacts of air pollution and improved perceived comfort in identifying and counseling at-risk patients among health professional learners and clinicians regardless of profession, level of training, or pre-intervention knowledge level. Academic health professional training programs and health systems should consider adopting this modality as a tool for educating learners, clinicians, and patients on environmental health risks.","Climate; Air pollution; Health equity; Clinical encounter; Climate change; Counseling; Climate change health impacts; Health and social inequities; Social justice; Environmental health; Health behavior; Health risk behavior; Professional education","Air Pollution; Counseling; Health Behavior; Health Personnel; Humans; Minnesota; adult; air pollution; article; climate change; comfort; comparative effectiveness; convenience sample; counseling; environmental health; female; health behavior; health equity; health hazard; health practitioner; high risk patient; human; major clinical study; male; Minnesota; nursing; occupation; perception; risk assessment; social justice; training; videorecording; vocational education; education; health behavior; health care personnel; prevention and control","CLIMATE-CHANGE; MEMBERS; VISITS","WOS"
