"iso3","id","airpolDirectQuestion","question","Perceptions","Behavior","Policy","Health","Priority","Inclusion","surveyedCountries","source","surveyTheme","year","repeatedMeasure","countries","Economy","Region","Income.group","Lending.category"
"CYP",169,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",129,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from industrial production (steel, cement, pulp and paper etc) and from fossil fuel power stations",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",132,"Yes","And then?",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",7,"Yes","In the city or area where you live, are you satisfied or dissatisfied with the quality of the following: the quality of air",1,0,0,0,0,1,"Cyprus","World Value Survey","governance","2017 - 2021","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,0,0,0,0,1,"Cyprus","European Quality of Life Survey","life","2016","2003; 2007; 2011","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",165,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",105,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",114,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",111,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",109,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",131,"Yes","Which of the following car fuel systems do you consider the most environmentally friendly 
from an air quality perspective? Firstly?",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",128,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - emissions from international transport (e.g. ships and airplanes)",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",162,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",166,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",140,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - car manufacturers",0,0,0,0,1,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",104,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",172,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",115,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",113,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",130,"Yes","Which of the following do you believe are the main threats to air quality in (OUR COUNTRY)? (MAX 3 ANSWERS)",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",145,"Yes","The EU is analysing the current EU air quality policy with a view to publish a new Strategy – a 
Thematic Strategy on Air Pollution – before the end of 2013. Are you aware of this?",0,0,1,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",119,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",117,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",167,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",141,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - public authorities",0,0,1,0,1,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",159,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Cyprus","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",116,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",108,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",164,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Cyprus","Eurobarometer 97.2","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CYP",158,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Cyprus","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Cyprus","Cyprus","Europe & Central Asia","High income",""
"CZE",132,"Yes","And then?",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",170,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",168,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",105,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",171,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",117,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,0,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",167,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",169,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",158,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",172,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",5,"Yes","I'd like you to think about some possible environmental problems. Do you think ____ is 
a big problem, a moderate problem, a small problem or not a problem in (survey public)? a. air pollution",1,0,0,0,0,1,"Czech Republic","Pew Research Center: October 2019 International Science Survey","international science","2019","","Czech Republic","Czechia","Europe & Central Asia","High income",""
"CZE",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",130,"Yes","Which of the following do you believe are the main threats to air quality in (OUR COUNTRY)? (MAX 3 ANSWERS)",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",113,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",127,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from cars and trucks",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",140,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - car manufacturers",0,0,0,0,1,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",134,"Yes","And then?",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",159,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",131,"Yes","Which of the following car fuel systems do you consider the most environmentally friendly 
from an air quality perspective? Firstly?",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",110,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",145,"Yes","The EU is analysing the current EU air quality policy with a view to publish a new Strategy – a 
Thematic Strategy on Air Pollution – before the end of 2013. Are you aware of this?",0,0,1,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",129,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from industrial production (steel, cement, pulp and paper etc) and from fossil fuel power stations",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",119,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",165,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Czech","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",109,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",104,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Czech","Eurobarometer 97.2","air pollution","2022","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",128,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - emissions from international transport (e.g. ships and airplanes)",1,0,0,0,0,1,"Czech","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Czechia","Czechia","Europe & Central Asia","High income",""
"CZE",12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,0,0,0,0,1,"Czech","European Quality of Life Survey","life","2016","2003; 2007; 2011","Czechia","Czechia","Europe & Central Asia","High income",""
