"ID","Perceptions","Priority","Policy","Health","Behavior","None","reader","Title"
293,1,0,0,1,0,0,"ChatGPT","Impact of 2013 south Asian haze crisis: study of physical and psychological symptoms and perceived dangerousness of pollution level"
296,1,0,0,1,0,0,"ChatGPT","Impact of Perceptions of Air Pollution and Noise on Subjective Well-Being and Health"
297,1,0,1,0,1,0,"ChatGPT","Impact of Stove Renovation on PM2.5 Exposure, Risk Perception, Self-Protective Willingness of Rural Residents"
298,1,0,1,0,0,0,"ChatGPT","Impact of air pollution perception on environmental governance satisfaction"
299,0,0,0,1,0,0,"ChatGPT","Impact of air quality on students' behavior in the Educational Centers"
300,0,0,0,1,1,0,"ChatGPT","Impact of ambient fine particulate matter air pollution on health behaviors: a longitudinal study of university students in Beijing, China"
301,0,0,0,0,1,0,"ChatGPT","Impact of haze on travel mode choice behaviors for private car owners"
304,0,0,0,0,0,1,"ChatGPT","In search of fresher air: The influence of relative air quality on vacationers' perceptions of destinations' restorative qualities"
306,0,0,1,0,0,0,"ChatGPT","Income Elasticity of Willingness to Pay for Better Air Quality: Effect of a Private Environmental Substitute"
307,0,0,1,0,0,0,"ChatGPT","Individual-Level Determinants of the Public Acceptance of Policy Measures to Improve Urban Air Quality: The Case of the Barcelona Low Emission Zone"
308,1,0,0,1,0,0,"ChatGPT","Indoor Air Pollution and Human Perception in Public Buildings in Tianjin, China"
310,1,0,0,1,1,0,"ChatGPT","Indoor Air Quality: Predicting and Comparing Protective Behaviors in Germany and Portugal"
311,1,0,0,0,1,0,"ChatGPT","Indoor air pollution an ignored public health issue: Study to find the awareness and practices regarding indoor air pollution in a rural setting near Chennai"
313,1,0,0,0,1,0,"ChatGPT","Indoor air pollution: an Italian Knowledge, Attitude and Practice (KAP) study among the general population"
314,1,0,0,1,0,0,"ChatGPT","Indoor air quality at higher institution’s laboratory: A study on pre-symptoms, awareness and understanding among occupants"
316,1,0,0,1,0,0,"ChatGPT","Indoor air quality: analytical evaluation and workers' perception"
318,1,0,0,1,1,0,"ChatGPT","Influence of haze in urban greenspace on behavioral decision-making and physical and mental health of the elderly; [城市绿地雾霾对老年人行为决策与身心健康的影响]"
319,0,0,0,0,0,1,"ChatGPT","Influence of travel behaviour and daily mobility on exposure to traffic-related air pollution"
320,1,0,0,0,0,0,"ChatGPT","Influencing factors of air-quality perception in China: What is constructed? What is hidden?"
321,1,0,0,0,0,0,"ChatGPT","Influential Factors of Air Pollution Awareness in Isfahan, Iran"
322,0,0,0,0,1,0,"ChatGPT","Information and avoidance behaviour: The effect of air pollution disclosure on labour supply in China"
323,0,0,0,0,0,1,"ChatGPT","Integrating travel behavior with land use regression to estimate dynamic air pollution exposure in Hong Kong"
326,1,0,0,0,0,0,"ChatGPT","Internet usage, environmental knowledge, and the surge of air pollution concern in China"
327,1,0,1,0,0,0,"ChatGPT","Introducing forecast-based public health warnings to promote engagement with air quality risk: a survey of citizens' attitudes in Cork, Ireland"
328,0,0,0,0,1,0,"ChatGPT","Inverted quarantine in the face of environmental change: Initiative defensive behaviors against air pollution in China"
329,1,0,0,1,1,0,"ChatGPT","Investigating Cooking Activity Patterns and Perceptions of Air Quality Interventions among Women in Urban Rwanda"
333,1,0,0,0,0,0,"ChatGPT","Is ignorance bliss? Evaluating information awareness and life satisfaction through the lens of perceived air pollution: The case of Beijing, China"
334,0,0,1,0,0,0,"ChatGPT","Is there a stronger willingness to pay for air quality improvement with high education: new evidence from a survey in China"
335,1,0,0,1,0,0,"ChatGPT","KNOWLEDGE OF GEORGIAN POPULATION TOWARDS AIR POLLUTION AND HEALTH EFFECTS OF LEAD CONTAMINATION; [ЗНАНИЯ НАСЕЛЕНИЯ ГРУЗИИ О ЗАГРЯЗНЕНИИ ВОЗДУХА И ПОСЛЕДСТВИЯХ ВОЗДЕЙСТВИЯ СВИНЦА НА ЗДОРОВЬЕ]"
336,1,0,0,0,0,0,"ChatGPT","Knowledge Regarding Household Air Pollution"
337,1,0,0,0,0,0,"ChatGPT","Knowledge and awareness about India’s air pollution plummets level in COVID19 lockdown"
338,1,0,0,1,0,0,"ChatGPT","Knowledge and awareness on air pollution as a risk factor for alzheimer’s disease and dementia-a survey"
339,1,0,0,0,1,0,"ChatGPT","Knowledge and perception of smog in families of employees of CMH Lahore, Pakistan"
340,1,0,0,0,1,0,"ChatGPT","Knowledge and perceptions of air pollution in Ningbo, China"
341,1,0,0,0,1,0,"ChatGPT","Knowledge and practice of asthmatic children's parents about daily air quality"
342,1,0,0,1,1,0,"ChatGPT","Knowledge of the effects of indoor air quality on health among women in Jordan"
343,1,0,0,1,0,0,"ChatGPT","Knowledge, Attitude and Awareness on Effect of Air Pollution on Children among Parents"
344,1,0,0,1,0,0,"ChatGPT","Knowledge, Attitudes, and Perceptions of Air Pollution in Accra, Ghana: A Critical Survey"
345,1,0,1,1,1,0,"ChatGPT","Knowledge, Attitudes, and Practices (KAP) of the Relationship between Air Pollution and Children's Respiratory Health in Shanghai, China"
346,1,0,0,1,1,0,"ChatGPT","Knowledge, Attitudes, and Practices Regarding Air Pollution among Medical Students"
347,1,0,0,1,1,0,"ChatGPT","Knowledge, attitudes and practices about air pollution and its health effects in 6th to 11th-grade students in Colombia: a cross-sectional study"
348,1,0,0,1,1,0,"ChatGPT","Knowledge, attitudes, practices and information demand in relation to haze in China: a cross-sectional study"
349,1,0,0,1,1,0,"ChatGPT","Knowledge, opinions and attitudes of physicians regarding air pollution in the county of the Bouches-du-Rhone"
350,1,0,0,0,1,0,"ChatGPT","Knowledge, opinions and attitudes of physicians regarding air pollution in the county of the Bouches-du-Rhone; [Connaissances, opinions et attitudes des medecins face a la pollution atmospherique dans les Bouches-du-Rhone]"
351,0,0,1,0,0,0,"ChatGPT","Korean perceptions of transboundary air pollution and domestic coal development: Two framing experiments"
352,1,0,0,1,1,0,"ChatGPT","LOCAL PERCEPTION OF INDOOR AIR POLLUTION WITH USE OF BIOFUEL IN RURAL COMMUNITIES OF UCHALLI WETLANDS COMPLEX, SALT RANGE PAKISTAN"
355,1,0,0,1,1,0,"ChatGPT","Latino and Non-Latino Perceptions of the Air Quality in California's San Joaquin Valley"
356,1,0,0,0,0,0,"ChatGPT","Left behind in perception of air pollution? A hidden form of spatial injustice in China"
357,1,0,0,0,0,0,"ChatGPT","Level of Awareness about Air Pollution among Decision-makers in Jordan: Unveiling Important COPD Etiology"
358,1,0,0,0,1,0,"ChatGPT","Linking Occupant Behavior and Window Design through Post-Occupancy Evaluation: Enhancing Natural Ventilation and Indoor Air Quality"
359,0,0,1,0,0,0,"ChatGPT","Linking urban air pollution with residents' willingness to pay for greenspace: A choice experiment study in Beijing"
360,1,0,0,1,1,0,"ChatGPT","Local perception of indoor air pollution with use of biofuel in rural communities of Uchalli Wetlands complex, salt range Pakistan"
364,1,0,0,1,0,0,"ChatGPT","METHODICAL APPROACHES TO ASSESSING SUBJECTIVE HEALTH RISK PERCEPTION BY POPULATION UNDER EXPOSURE TO AMBIENT AIR POLLUTION; [МЕТОДИЧЕСКИЕ ПОДХОДЫ К ОЦЕНКЕ СУБЪЕКТИВНОГО ВОСПРИЯТИЯ РИСКА НАСЕЛЕНИЕМ ПРИ ВОЗДЕЙСТВИИ ЗАГРЯЗНЕНИЯ АТМОСФЕРНОГО ВОЗДУХА НА ЗДОРОВЬЕ]"
365,1,0,0,0,1,0,"ChatGPT","MODELLING THE COMMUNITY ADAPTIVE BEHAVIOUR TOWARDS AIR POLLUTION: A CONFIRMATORY FACTOR ANALYSIS WITH PLS-SEM"
366,1,0,0,1,1,0,"ChatGPT","MODIFICATIONS OF HEALTH BEHAVIOR IN RESPONSE TO AIR-POLLUTION NOTIFICATIONS IN COPENHAGEN"
371,0,0,1,0,0,0,"ChatGPT","Measuring Indoor Air Quality and Engaging California Indian Stakeholders at the Win-River Resort and Casino: Collaborative Smoke-Free Policy Development"
372,0,0,1,0,0,0,"ChatGPT","Measuring the Willingness to Pay for Improved Air Quality: A Contingent Valuation Survey"
373,1,0,0,1,0,0,"ChatGPT","Metrics on Perception,concentration and Characterization of Indoor Air Quality in a University Library"
374,0,0,0,0,0,1,"ChatGPT","Mining association rules between lichens and air quality to support urban air quality monitoring in Nigeria"
375,1,0,0,0,1,0,"ChatGPT","Misperception and pro-environmental behaviors of the Chinese public toward air pollution"
377,1,0,0,1,0,0,"ChatGPT","Modeled and perceived RF-EMF, noise and air pollution and symptoms in a population cohort. Is perception key in predicting symptoms?"
379,0,0,1,0,1,0,"ChatGPT","Modeling the impacts of policy measures on resident's PM2.5 reduction behavior: an agent-based simulation analysis"
381,1,0,0,0,0,0,"ChatGPT","Monitoring Indoor Air Quality in Classrooms Using Low-Cost Sensors: Does the Perception of Teachers Match Reality?"
382,1,0,0,0,0,0,"ChatGPT","Monitoring Particulate Matter with Wearable Sensors and the Influence on Student Environmental Attitudes"
384,1,0,0,1,0,0,"ChatGPT","Multinomial logistic regression modelling of cardiologists' awareness of the impact of air pollution on cardiovascular disease in Vietnam and the Philippines"
385,0,0,0,1,0,0,"ChatGPT","Neighborhood Perceptions and Cumulative Impacts of Low Level Chronic Exposure to Fine Particular Matter (PM2.5) on Cardiopulmonary Health"
386,1,0,0,1,0,0,"ChatGPT","No Country for Old Men. Assessing Socio-Spatial Relationships Between Air Quality Perceptions and Exposures in Southern Chile"
387,1,0,0,0,0,0,"ChatGPT","Objective air quality index versus subjective perception: which has a greater impact on life satisfaction?"
388,1,0,0,0,1,0,"ChatGPT","Objectively measured association between air pollution and physical activity, sedentary behavior in college students in Beijing"
390,1,0,0,1,0,0,"ChatGPT","Occupational risk factors and perceptions of air pollution by motorcycle taxi drivers in Cotonou, Benin"
393,1,0,0,1,1,0,"ChatGPT","Open waste burning contrary to other air pollution-related perceptions and practices in Pokhara, Nepal"
398,0,0,1,0,0,0,"ChatGPT","Ordering effects in contingent valuation surveys: Willingness to pay for reduced health damage from air pollution"
399,1,0,0,1,1,0,"ChatGPT","Outdoor Air Quality Awareness, Perceptions, and Behaviors Among US Children Aged 12-17 Years, 2015-2018"
401,0,0,0,0,1,0,"ChatGPT","PASSING THE TEST - HUMAN-BEHAVIOR AND CALIFORNIA SMOG CHECK PROGRAM"
403,1,0,0,1,0,0,"ChatGPT","PERCEIVED INDOOR AIR QUALITY, AIR-RELATED SYMPTOMS AND VENTILATION IN FINNISH HOSPITALS"
404,1,0,0,1,1,0,"ChatGPT","PERCEIVED TRAFFIC AIR-POLLUTION, ASSOCIATED BEHAVIOR AND HEALTH IN AN ALPINE AREA"
406,0,0,1,0,0,0,"ChatGPT","POLICY CHOICES FOR AIR POLLUTION ABATEMENT IN BEIJING: STATUS QUO OR CHANGE"
407,1,0,0,0,0,0,"ChatGPT","PRE-SERVICE SCIENCE TEACHERS' KNOWLEDGE LEVEL ABOUT SOME BASIC AIR POLLUTANTS"
408,1,0,0,1,1,0,"ChatGPT","Parental knowledge and usage of air quality in childhood asthma management"
409,1,0,0,1,1,0,"ChatGPT","Participation in a programme for assisted replacement of wood-burning stoves in Chile: The role of sociodemographic factors, evaluation of air quality and risk perception"
411,1,0,0,1,1,0,"ChatGPT","Particulate matter pollution in central Bangkok: assessing outdoor workers’ perceptions and exposure"
412,1,0,0,0,1,0,"ChatGPT","Particulate matter source attribution and restaurant mitigation behavioral intentions: an application of attribution theory"
413,1,0,0,1,0,0,"ChatGPT","Patient Awareness of the Risks for Heart Disease Posed by Air Pollution"
414,1,1,0,1,1,0,"ChatGPT","Patient perception of air pollution at the National Institute of Respiratory Diseases; [COMO PERCIBEN LOS PACIENTES DEL INSTITUTE NACIONAL DE ENFERMEDADES RESPIRATORIAS LA CONTAMINACION DEL AIRE]"
415,1,0,0,0,0,0,"ChatGPT","Pedestrianization Impacts on Air Quality Perceptions and Environment Satisfaction: The Case of Regenerated Streets in Downtown Seoul"
417,1,0,0,1,0,0,"ChatGPT","People, place and pollution: Investigating relationships between air quality perceptions, health concerns, exposure, and individual- and area-level characteristics"
419,0,0,0,1,0,0,"ChatGPT","Perceived access to recreational/green areas as an effect modifier of the relationship between health and neighbourhood noise/air quality: Results from the 3rd European Quality of Life Survey (EQLS, 2011-2012)"
420,1,0,0,0,0,0,"ChatGPT","Perceived air pollution caused by human bioeffluents - Part 1 pilot study on bioeffluents expressed with VOCs -"
422,1,0,0,0,0,0,"ChatGPT","Perceived air quality and particulate matter pollution based on field survey data during a winter period"
423,1,0,0,0,0,0,"ChatGPT","Perceived air quality and satisfaction during implementation of an automated indoor air quality monitoring and control system"
424,1,0,1,1,1,0,"ChatGPT","Perceived health risk, environmental knowledge, and contingent valuation for improving air quality: New evidence from the Jinchuan mining area in China"
425,1,0,0,0,0,0,"ChatGPT","Perceived indoor air quality and its relationship to air pollutants in French dwellings"
426,1,0,0,0,0,0,"ChatGPT","Perceived indoor air quality in naturally ventilated primary schools in the UK: Impact of environmental variables and thermal sensation"
427,1,0,0,1,0,0,"ChatGPT","Perception Matters: Perceived vs. Objective Air Quality Measures and Asthma Diagnosis among Urban Adults"
428,1,0,0,1,0,0,"ChatGPT","Perception and reality of particulate matter exposure in New York City taxi drivers"
429,1,0,0,1,1,0,"ChatGPT","Perception and role of physicians in the midst of the air quality crisis in Nuevo León, México"
430,1,0,0,0,0,0,"ChatGPT","Perception matters: How air pollution influences life satisfaction in China"
431,1,0,1,0,0,0,"ChatGPT","Perception of Air Pollution and the Evaluation of Local Governments' Environmental Governance: An Empirical Study on China"
432,1,0,0,1,0,0,"ChatGPT","Perception of Risks from Wood Combustion and Traffic Induced Air Pollution: Evidence from Northern Europe"
433,1,0,0,1,0,0,"ChatGPT","Perception of air pollution and health concern: Deciphering a complex relationship in Kansas City"
435,1,0,0,0,1,0,"ChatGPT","Perception of commuters towards air quality in Delhi"
436,1,0,0,1,0,0,"ChatGPT","Perception of health risks due to air pollution in adolescents in Mexico City"
437,1,0,0,1,0,0,"ChatGPT","Perception of health risks due to air pollution in adolescents in Mexico City; [Percepción de riesgo a la salud por contaminación del aire en adolescentes de la Ciudad de México]"
438,1,0,0,1,0,0,"ChatGPT","Perception of indoor air quality (IAQ) by workers in underground shopping centers in relation to sick-building syndrome (SBS) and store type: a cross-sectional study in Korea"
440,1,0,0,0,1,0,"ChatGPT","Perception of risk from air pollution and reported behaviors: a cross-sectional survey study in four cities"
441,1,1,1,1,1,0,"ChatGPT","Perception of the health risks of air pollution in Beirut, Lebanon"
442,1,0,0,0,0,0,"ChatGPT","Perception of worry of harm from air pollution: results from the Health Information National Trends Survey (HINTS)"
443,1,0,0,0,1,0,"ChatGPT","Perceptions about air quality of individuals who work outdoors in the San Joaquin Valley, California"
444,1,0,1,0,0,0,"ChatGPT","Perceptions and attitudes to air pollution in an asbestos mining town"
445,1,0,0,0,0,0,"ChatGPT","Perceptions in the US building industry of the benefits and costs of improving indoor air quality"
446,1,1,0,1,0,0,"ChatGPT","Perceptions of Quality of Life and Pollution among China's Urban Middle Class: The Case of Smog in Tangshan"
447,1,0,0,1,0,0,"ChatGPT","Perceptions of air pollution during the work-related commute by adults in Queensland, Australia"
448,1,0,0,1,0,0,"ChatGPT","Perceptions of air quality and concern for health in relation to long-term air pollution exposure, bushfires, and COVID-19 lockdown: A before-and-after study"
449,1,1,0,0,0,0,"ChatGPT","Perceptions of air quality in Ljubljana"
450,1,0,0,1,0,0,"ChatGPT","Perceptions of indoor air quality associated with ventilation system types in elementary schools"
451,1,0,1,0,0,0,"ChatGPT","Perceptions of problems and preferences for solutions: The case of poor air quality in central-southern Chile"
452,1,0,0,1,1,0,"ChatGPT","Perceptions of volcanic air pollution and exposure reduction practices on the Island of Hawai'i: Working towards socially relevant risk communication"
454,0,0,0,0,1,0,"ChatGPT","Personal and Media Factors Related to Citizens' Pro-environmental Behavioral Intention against Haze in China: A Moderating Analysis of TPB"
455,1,0,0,0,1,0,"ChatGPT","Personal exposure monitoring using GPS-enabled portable air pollution sensors: A strategy to promote citizen awareness and behavioral changes regarding indoor and outdoor air pollution"
456,1,0,0,1,0,0,"ChatGPT","Personal exposure to indoor aerosols as actual concern: Perceived indoor and outdoor air quality, and health performances"
460,1,0,1,0,1,0,"ChatGPT","Policy Compliance and Ritual Maintenance Dilemma: Can Chinese Folk Temples' Air Pollution Control Measures Ensure Visitor Satisfaction?"
465,0,0,1,0,0,0,"ChatGPT","Poor Air Quality during Wildfires Related to Support for Public Safety Power Shutoffs"
466,1,0,0,0,0,0,"ChatGPT","Poor awareness and knowledge about indoor air pollution in the urban population of Mumbai, India"
467,1,1,0,0,0,0,"ChatGPT","Population's perception on air pollution in Beirut"
468,0,0,0,1,0,0,"ChatGPT","Potential Impacts of Modifiable Behavioral and Environmental Exposures on Reducing Burden of Under-five Mortality Associated with Household Air Pollution in Nepal"
469,1,0,0,0,0,0,"ChatGPT","Pre-service science teachers' knowledge level about some basiasic air pollutantsollutantsollutants"
470,1,0,0,1,1,0,"ChatGPT","Predicting Intention to Take Protective Measures During Haze: The Roles of Efficacy, Threat, Media Trust, and Affective Attitude"
471,1,0,1,0,1,0,"ChatGPT","Predicting public smog reduction behavior: Exploring the role of perceived risk and financial incentive policy"
472,0,0,0,0,1,0,"ChatGPT","Predicting the Protective Behavioral Intentions for Parents with Young Children Living in Taipei City and New Taipei City Using the Theory of Planned Behavior for Air Polluted with PM2.5"
473,0,0,1,0,1,0,"ChatGPT","Predicting the impacts of psychological factors and policy factors on individual's PM2.5 reduction behavior: An empirical study in China"
474,0,0,0,0,1,0,"ChatGPT","Predicting the protective behavioral intentions for parents with young children that possess different levels of education in Hong Kong using the theory of planned behavior for air polluted with PM2.5"
477,1,1,0,1,1,0,"ChatGPT","Preliminary Survey on Knowledge, Attitudes, and Practices about Indoor Air Pollution among Residents"
478,1,0,0,1,1,0,"ChatGPT","Preliminary analysis of a questionnaire for assessing the social perception of air pollution; [Análisis preliminar de un cuestionario de evaluación de la percepción social de la contaminación atmosférica]"
479,0,0,0,1,0,0,"ChatGPT","Prenatal Exposure to Traffic-related Air Pollution and Child Behavioral Development Milestone Delays in Japan"
482,0,0,0,0,0,0,"ChatGPT","Private benefits from ambient air pollution reduction policies: Evidence from the household heating stove replacement program in Chile"
483,0,0,1,0,1,0,"ChatGPT","Propensity to Migrate and Willingness to Pay Related to Air Pollution among Different Populations in Wuhan, China"
484,0,0,0,0,1,0,"ChatGPT","Protective Behaviors Against Particulate Air Pollution: Self-construal, Risk Perception, and Direct Experience in the Theory of Planned Behavior"
485,1,0,0,1,0,0,"ChatGPT","Proximity to busy highways and local resident perceptions of air quality"
488,1,0,0,0,1,0,"ChatGPT","Public Behavior in Korea and China in Acquiring Particulate Matter Information"
490,1,0,0,0,1,0,"ChatGPT","Public Perception Survey of Air Quality and Quality of Life in Urban Areas"
491,1,0,0,1,0,0,"ChatGPT","Public Perceptions of Climate Change and Its Health Impacts: Taking Account of People's Exposure to Floods and Air Pollution"
492,1,0,0,0,0,0,"ChatGPT","Public Perceptions of How Long Air Pollution and Carbon Dioxide Remain in the Atmosphere"
494,0,0,1,0,0,0,"ChatGPT","Public Value of Enforcing the PM2.5 Concentration Reduction Policy in South Korean Urban Areas"
495,0,0,1,0,0,0,"ChatGPT","Public acceptability of policies to reduce urban air pollution: A population-based survey experiment; [Aceptabilidad pública de las políticas de reducción de la contaminación atmosférica urbana: Un experimento a partir de encuesta poblacional]"
496,1,0,1,0,0,0,"ChatGPT","Public acceptance of congestion pricing policies in Beijing: The roles of neighborhood built environment and air pollution perception"
497,1,0,1,1,1,0,"ChatGPT","Public awareness and practices towards health impacts of PM2.5 in the Kingdom of Bahrain: Identifying areas for intervention"
498,1,0,1,1,1,0,"ChatGPT","Public awareness and support for environmental protection-A focus on air pollution in peninsular Malaysia"
499,1,0,0,1,1,0,"ChatGPT","Public awareness, perceptions and attitudes on air pollution and its health effects in Muscat, Oman"
500,0,0,0,0,1,0,"ChatGPT","Public behavior in reducing urban air pollution: an application of the theory of planned behavior in Lahore"
501,1,1,0,0,0,0,"ChatGPT","Public concern for air quality: Explaining change in toronto, canada, 1967–1978"
502,1,0,1,1,1,0,"ChatGPT","Public engagements with smog in urban China: Knowledge, trust, and action"
504,1,0,1,0,0,0,"ChatGPT","Public participation and policy evaluation in China's smog governance"
505,1,0,1,1,0,0,"ChatGPT","Public perception of air pollution and health effects in Nanchang, China"
506,1,0,0,0,0,0,"ChatGPT","Public perception of air pollution sources across Europe"
509,1,0,0,0,1,0,"ChatGPT","Public perception of smog: A case study in Ningbo City, China"
510,1,0,0,1,1,0,"ChatGPT","Public perceptions of air pollution and associated health risks in Nevada, USA: applications for health communication"
511,1,0,0,0,0,0,"ChatGPT","Public perceptions of air pollution and climate change: different manifestations, similar causes, and concerns"
512,1,0,0,1,0,0,"ChatGPT","Public perceptions of air pollution and its health impacts in Greater Kuala Lumpur"
513,1,1,0,0,0,0,"ChatGPT","Public perceptions of air pollution and its impacts on fertility desire: a nationwide study in China"
514,1,1,0,0,0,0,"ChatGPT","Public perceptions of air quality and quality of life in urban and suburban areas of London"
515,1,0,1,1,0,0,"ChatGPT","Public perceptions of air quality status and suggestions for improvement: The case of Richards Bay and its surroundings, uMhlathuze Local Municipality, South Africa"
516,1,0,0,0,1,0,"ChatGPT","Public risk perception and intention to take actions on city smog in China"
517,1,0,0,0,1,0,"ChatGPT","Public risk perception and willingness to mitigate climate change: city smog as an example"
518,1,0,0,0,0,0,"ChatGPT","Public risk perception of air pollution in the general population of Italy and Sweden during the COVID-19 pandemic: Environmental and socio-demographic drivers"
519,1,0,0,1,1,0,"ChatGPT","Public smog knowledge, risk perception, and intention to reduce car use: Evidence from China"
520,1,0,0,1,0,0,"ChatGPT","Public’s health risk awareness on urban air pollution in Chinese megacities: The cases of Shanghai, Wuhan and Nanchang"
521,1,0,1,1,0,0,"ChatGPT","Quantitative Analysis of Health Risk Perception, Exposure Levels, and Willingness to Pay/Accept of PM2.5 during the 2014 Nanjing Youth Olympic Games"
523,0,0,0,0,1,0,"ChatGPT","RESEARCH ON COPING BEHAVIOR OFCOLLEGE STUDENTS' OUTDOOR PHYSICAL EXERCISES IN HAZE WEATHER"
525,1,0,0,1,0,0,"ChatGPT","Racial Differences in Perceptions of Air Pollution Health Risk: Does Environmental Exposure Matter?"
527,1,0,1,0,0,0,"ChatGPT","Red warning for air pollution in China: Exploring residents' perceptions of the first two red warnings in Beijing"
528,0,0,1,0,0,0,"ChatGPT","Regional Differences in Willingness to Pay for Mitigation of Air Pollution from Coal-Fired Power Plants in South Korea"
530,0,0,0,1,0,0,"ChatGPT","Relationships between perceived health status and ambient air quality parameters in healthy Japanese: a panel study"
531,1,0,0,0,0,0,"ChatGPT","Research on Analysis of Evaluation Influence Factors of Air Quality Opinions Sentiment Value and Quantification Method"
532,1,0,0,1,1,0,"ChatGPT","Research on Coping Behaviour of School Sports Participants in Smog Environment Based on Risk Cognition and Communication"
534,1,0,0,1,1,0,"ChatGPT","Research on public risk perception of air pollution in Tiaqjin and Shijiazhuang"
535,1,0,0,0,0,0,"ChatGPT","Residential exposure to outdoor air pollution from livestock operations and perceived annoyance among citizens"
536,0,0,0,1,0,0,"ChatGPT","Residential surrounding green, air pollution, traffic noise and self-perceived general health"
537,1,1,0,1,1,0,"ChatGPT","Residents' Perceptions of and Response Behaviors to Particulate Matter-A Case Study in Seoul, Korea"
538,1,1,1,0,0,0,"ChatGPT","Residents' perception of air quality, pollution sources, and air pollution control in Nanchang, China"
539,0,0,1,0,0,0,"ChatGPT","Residents' preferred measures and willingness-to-pay for improving urban air quality: A case study of Hanoi city, Vietnam"
540,1,0,0,1,0,0,"ChatGPT","Respiratory symptoms, perceived air quality and physiological signs in elementary school pupils in relation to displacement and mixing ventilation system: an intervention study"
544,1,0,1,0,1,0,"ChatGPT","Risk Perception on Haze Pollution and Willingness to Pay for Self-Protection and Haze Management in Chiang Mai Province, Northern Thailand"
545,0,0,0,0,1,0,"ChatGPT","Risk Reduction Behaviors Regarding PM2.5 Exposure among Outdoor Exercisers in the Nanjing Metropolitan Area, China"
546,1,0,1,0,0,0,"ChatGPT","Risk perceptions and value of a statistical life for air pollution and traffic accidents: Evidence from Bangkok, Thailand"
547,1,0,1,0,1,0,"ChatGPT","Roles of socio-physical environments on air quality control policy with respect to knowledge, attitude and intention"
548,1,1,0,0,0,0,"ChatGPT","SURVEY OF RESIDENTS' PERCEPTIONS AND CONCERNS ON AIR POLLUTION IN MAHARASHTRA, INDIA"
549,1,0,0,0,0,0,"ChatGPT","Satisfaction with environmental change: An empirical analysis of attitudes toward air quality by recent interstate migrants"
550,0,0,0,0,0,0,"ChatGPT","School Policies and Practices That Improve Indoor Air Quality"
551,1,0,1,0,1,0,"ChatGPT","School students' ideas about air pollution: Knowledge and attitudes"
552,1,0,0,1,0,0,"ChatGPT","School students’ awareness on air pollution and its health effects in the Sultanate of Oman"
553,1,0,1,0,1,0,"ChatGPT","Searching for New Human Behavior Model in the Climate Change Age: Analyzing the Impact of Risk Perception and Government Factors on Intention-Action Consistency in Particulate Matter Mitigation"
554,1,0,0,0,1,0,"ChatGPT","Self-care behaviors related to air pollution protection questionnaire: a psychometric analysis"
555,0,0,0,1,0,0,"ChatGPT","Severe Air Pollution and Psychological Distress in China: The Interactive Effects of Coping and Perceived Controllability"
556,1,0,0,1,1,0,"ChatGPT","Short animated video increases knowledge and perceived comfort in clinical counseling on inequitable health impacts of air pollution among interprofessional health learners and clinicians"
558,1,0,1,0,1,0,"ChatGPT","Significant importance of negative affect and satisfaction with local governmental air control of objective air pollution, perceived air quality, and pro-environmental behavior relationships"
559,0,0,1,0,0,0,"ChatGPT","Singapore's willingness to pay for mitigation of transboundary forest-fire haze from Indonesia"
561,1,0,0,0,0,0,"ChatGPT","Small-scale variability of particulate matter and perception of air quality in an inner-city recreational area in Aachen, Germany"
563,0,0,1,0,0,0,"ChatGPT","Social acceptance towards the air pollution in China: Evidence from public's willingness to pay for smog mitigation"
564,1,0,0,0,0,0,"ChatGPT","Social awareness of air quality information"
566,1,0,0,0,0,0,"ChatGPT","Sources and Perceptions of Indoor and Ambient Air Pollution in Rural Alaska"
567,1,0,0,0,0,0,"ChatGPT","Spatial distribution of the public's risk perception for air pollution: A nationwide study in China"
570,0,0,0,0,0,0,"ChatGPT","Statistical analysis of natural and mechanical ventilation performance in improving indoor air quality, thermal comfort, and perceived air quality in a healthcare facility"
571,1,0,0,1,0,0,"ChatGPT","Students' school-level symptoms mediate the relationship between a school's observed moisture problems and students' subjective perceptions of indoor air quality"
572,0,0,0,0,1,0,"ChatGPT","Study of People's Behavior on the Implementation of Air Pollution Mitigation Program in Surabaya, Indonesia"
573,1,0,0,0,1,0,"ChatGPT","Studying the level of knowledge and practice of the students in Kermanshah faculty of health about the hygienic and environmental effects of the haze phenomenon"
575,1,0,0,0,0,0,"ChatGPT","Survey data regarding perceived air quality in Australia, Brazil, China, Ghana, India, Iran, Italy, Norway, South Africa, United States before and during Covid-19 restrictions"
576,1,0,1,1,1,0,"ChatGPT","Survey in Paris taxi drivers: Perception of air pollution from vehicle exhaust; [Enquete aupres des chauffeurs de taxi artisans parisiens: Perception de la pollution d'origine automobile]"
582,1,0,0,0,1,0,"ChatGPT","THE RELEVANCE OF AIR QUALITY PERCEPTIONS ON TRAVEL BEHAVIOR OF VISITORS WITH RESPIRATORY DISEASES"
590,1,0,0,0,0,0,"ChatGPT","The Air Quality Perception of Residents in the Metropolitan Zone of Acapulco Who Live Around Intersections with Intense Traffic"
591,0,0,1,0,0,0,"ChatGPT","The Benefit of Focusing on Air Pollution Instead of Climate Change: How Discussing Power Plant Emissions in the Context of Air Pollution, Rather than Climate Change, Influences Perceived Benefits, Costs, and Political Action for Policies to Limit Emissions"
